,turns,chutes_hit,ladders_hit
28290,18,0,2
28291,33,3,4
28292,22,3,3
28293,30,5,3
28294,44,7,4
28295,21,0,1
28296,55,8,4
28297,36,2,4
28298,30,3,4
28299,31,3,2
28300,103,17,8
28301,110,14,9
28302,39,3,3
28303,35,2,2
28304,51,5,3
28305,31,4,2
28306,29,3,3
28307,18,2,2
28308,49,4,1
28309,65,10,5
28310,47,7,4
28311,39,4,4
28312,10,1,2
28313,36,5,3
28314,33,3,4
28315,12,1,2
28316,17,0,1
28317,79,11,7
28318,24,0,1
28319,53,9,3
28320,100,11,6
28321,23,2,5
28322,25,1,2
28323,15,1,4
28324,40,1,1
28325,39,4,2
28326,35,5,3
28327,15,1,3
28328,58,9,6
28329,32,2,2
28330,30,1,1
28331,33,5,4
28332,57,9,6
28333,12,0,3
28334,22,1,2
28335,30,2,3
28336,13,0,3
28337,23,0,2
28338,10,0,2
28339,55,9,7
28340,48,4,2
28341,62,14,6
28342,30,2,2
28343,32,4,4
28344,14,1,3
28345,55,6,4
28346,12,1,3
28347,21,0,2
28348,29,3,2
28349,49,6,2
28350,54,6,5
28351,32,2,2
28352,18,1,2
28353,60,9,4
28354,25,2,2
28355,50,5,3
28356,22,2,3
28357,30,4,2
28358,21,2,2
28359,44,4,2
28360,64,6,5
28361,46,6,4
28362,66,9,3
28363,49,5,3
28364,35,2,4
28365,66,9,6
28366,33,2,3
28367,21,3,3
28368,16,0,3
28369,22,2,3
28370,99,16,10
28371,37,2,2
28372,35,6,3
28373,18,0,2
28374,20,1,4
28375,45,6,2
28376,9,1,5
28377,12,0,1
28378,24,2,3
28379,23,2,3
28380,68,6,5
28381,24,3,1
28382,24,4,6
28383,34,3,3
28384,73,13,6
28385,25,2,1
28386,15,2,2
28387,97,13,8
28388,27,3,3
28389,60,9,5
28390,41,3,3
28391,16,2,4
28392,33,1,0
28393,26,4,5
28394,48,5,4
28395,16,1,3
28396,28,2,1
28397,15,1,3
28398,21,0,1
28399,58,9,6
28400,38,2,2
28401,27,2,4
28402,22,2,2
28403,21,3,3
28404,35,1,0
28405,15,0,2
28406,22,1,3
28407,25,2,3
28408,78,7,7
28409,32,3,2
28410,39,4,3
28411,15,1,3
28412,81,9,4
28413,15,1,3
28414,56,7,1
28415,19,0,1
28416,33,3,3
28417,82,9,9
28418,49,9,6
28419,59,8,3
28420,77,10,5
28421,65,9,4
28422,37,5,5
28423,41,4,4
28424,32,2,2
28425,14,1,4
28426,53,4,4
28427,83,11,6
28428,39,3,2
28429,28,3,4
28430,17,1,3
28431,13,2,2
28432,30,4,3
28433,29,3,5
28434,54,8,5
28435,13,0,2
28436,62,13,5
28437,23,2,3
28438,14,1,3
28439,84,11,8
28440,26,2,1
28441,21,1,2
28442,117,13,6
28443,27,4,3
28444,32,4,5
28445,46,5,2
28446,112,15,7
28447,14,0,3
28448,17,0,3
28449,76,8,4
28450,73,12,5
28451,34,4,2
28452,69,8,6
28453,28,5,4
28454,14,1,2
28455,28,2,2
28456,30,3,2
28457,23,1,4
28458,20,2,4
28459,52,5,5
28460,24,1,1
28461,67,8,3
28462,11,1,5
28463,25,1,1
28464,20,1,2
28465,27,1,3
28466,29,2,2
28467,52,8,4
28468,20,1,2
28469,43,4,2
28470,29,4,4
28471,43,7,5
28472,43,5,2
28473,40,4,4
28474,37,3,2
28475,30,1,2
28476,40,4,4
28477,12,1,3
28478,21,1,1
28479,14,0,3
28480,22,2,3
28481,28,1,2
28482,52,9,2
28483,29,3,4
28484,34,4,3
28485,28,5,2
28486,30,2,2
28487,28,1,2
28488,17,0,3
28489,33,5,4
28490,21,1,5
28491,46,4,6
28492,51,4,2
28493,39,5,1
28494,58,6,3
28495,32,4,3
28496,16,1,2
28497,33,3,3
28498,42,6,6
28499,15,0,2
28500,154,19,6
28501,29,5,6
28502,25,1,2
28503,52,10,6
28504,15,1,1
28505,21,2,4
28506,63,10,6
28507,12,0,1
28508,38,3,3
28509,9,1,3
28510,25,2,2
28511,11,1,2
28512,17,1,2
28513,37,4,4
28514,26,1,2
28515,52,8,6
28516,30,3,3
28517,13,2,4
28518,17,1,2
28519,13,1,2
28520,47,6,4
28521,21,2,3
28522,25,2,2
28523,37,5,3
28524,65,9,4
28525,19,2,3
28526,14,1,4
28527,32,1,1
28528,46,7,6
28529,60,6,2
28530,55,6,7
28531,64,7,6
28532,15,1,3
28533,22,4,3
28534,92,13,8
28535,41,6,4
28536,49,5,3
28537,35,4,4
28538,40,6,3
28539,62,5,3
28540,23,2,1
28541,67,6,1
28542,26,3,5
28543,25,1,2
28544,19,1,3
28545,44,6,5
28546,12,2,3
28547,24,1,2
28548,64,11,6
28549,33,3,3
28550,38,7,4
28551,13,0,3
28552,23,0,1
28553,28,2,1
28554,91,9,6
28555,22,2,3
28556,43,4,3
28557,42,5,6
28558,70,10,4
28559,48,8,6
28560,32,3,2
28561,13,1,2
28562,13,0,3
28563,60,6,2
28564,26,3,3
28565,67,10,4
28566,52,7,4
28567,26,2,3
28568,101,13,4
28569,113,19,9
28570,33,3,2
28571,25,2,2
28572,29,5,3
28573,27,3,1
28574,78,9,5
28575,31,1,4
28576,36,2,3
28577,44,5,4
28578,85,14,7
28579,22,2,3
28580,26,3,3
28581,35,3,3
28582,46,6,3
28583,15,2,2
28584,89,14,9
28585,134,20,8
28586,8,0,4
28587,46,7,3
28588,29,3,3
28589,79,15,9
28590,17,2,2
28591,30,2,2
28592,37,4,4
28593,20,3,3
28594,18,2,2
28595,92,14,10
28596,16,3,2
28597,40,3,2
28598,47,6,2
28599,29,3,6
28600,29,2,2
28601,24,1,4
28602,37,4,3
28603,37,3,3
28604,112,17,10
28605,32,4,3
28606,36,6,3
28607,29,1,1
28608,120,15,7
28609,166,26,14
28610,41,4,4
28611,33,2,1
28612,28,4,3
28613,24,2,1
28614,24,1,2
28615,18,2,2
28616,20,2,2
28617,33,2,2
28618,23,0,2
28619,29,3,2
28620,8,0,2
28621,17,1,2
28622,22,1,1
28623,17,0,2
28624,40,7,3
28625,12,1,2
28626,14,0,1
28627,13,0,3
28628,51,8,5
28629,21,0,1
28630,12,0,3
28631,33,1,3
28632,32,4,3
28633,18,2,2
28634,11,0,2
28635,20,1,2
28636,44,6,3
28637,28,2,2
28638,49,7,6
28639,78,8,3
28640,72,5,1
28641,29,3,3
28642,34,3,6
28643,40,4,3
28644,60,7,4
28645,36,3,2
28646,59,6,3
28647,53,9,7
28648,37,6,7
28649,48,5,2
28650,61,11,8
28651,59,7,3
28652,23,3,3
28653,50,9,4
28654,33,4,4
28655,40,3,0
28656,18,1,2
28657,23,3,2
28658,16,1,3
28659,17,1,2
28660,61,8,6
28661,28,3,2
28662,32,5,5
28663,38,5,3
28664,50,4,6
28665,13,0,2
28666,29,3,2
28667,50,5,0
28668,16,1,3
28669,47,4,2
28670,62,7,3
28671,31,1,1
28672,28,1,2
28673,14,2,3
28674,45,6,5
28675,17,1,2
28676,40,5,5
28677,9,1,2
28678,14,1,2
28679,35,4,6
28680,90,14,8
28681,46,4,3
28682,16,0,2
28683,20,0,1
28684,47,6,6
28685,18,2,3
28686,41,5,5
28687,72,8,5
28688,125,16,6
28689,20,3,3
28690,27,2,3
28691,25,2,4
28692,16,2,2
28693,73,8,4
28694,46,6,5
28695,24,2,2
28696,14,1,2
28697,61,6,5
28698,58,9,3
28699,17,2,4
28700,51,6,4
28701,18,1,2
28702,23,2,3
28703,13,0,1
28704,124,15,7
28705,53,6,3
28706,13,1,4
28707,31,4,4
28708,46,5,5
28709,46,4,1
28710,16,1,1
28711,16,2,4
28712,27,2,2
28713,63,10,5
28714,36,4,3
28715,21,2,3
28716,76,8,4
28717,36,3,4
28718,47,6,5
28719,24,2,3
28720,10,0,1
28721,13,0,3
28722,18,1,1
28723,77,11,6
28724,13,0,1
28725,58,5,4
28726,37,5,3
28727,21,2,4
28728,38,6,4
28729,34,2,3
28730,13,0,2
28731,33,4,3
28732,40,5,1
28733,40,4,4
28734,17,0,2
28735,38,4,2
28736,74,11,5
28737,48,5,5
28738,36,2,2
28739,41,6,3
28740,29,4,4
28741,20,1,2
28742,38,7,6
28743,46,5,5
28744,12,1,1
28745,55,8,5
28746,70,9,8
28747,35,2,4
28748,75,16,3
28749,16,1,2
28750,53,11,5
28751,78,11,7
28752,19,3,2
28753,11,1,3
28754,49,4,3
28755,12,1,3
28756,43,4,3
28757,28,2,3
28758,49,6,2
28759,10,1,3
28760,22,0,2
28761,49,7,1
28762,31,3,2
28763,31,4,4
28764,8,0,3
28765,23,4,3
28766,40,5,3
28767,20,2,2
28768,57,5,4
28769,53,8,5
28770,36,4,3
28771,22,1,2
28772,35,5,4
28773,29,4,4
28774,54,4,3
28775,11,1,2
28776,14,0,1
28777,47,7,4
28778,27,1,2
28779,29,2,2
28780,101,12,5
28781,28,2,1
28782,14,0,3
28783,15,1,3
28784,20,3,2
28785,33,3,1
28786,44,3,2
28787,15,0,2
28788,13,0,2
28789,58,7,4
28790,19,0,2
28791,30,3,2
28792,27,3,2
28793,27,0,2
28794,12,0,2
28795,11,0,1
28796,22,2,3
28797,14,1,3
28798,30,5,4
28799,44,7,4
28800,17,1,1
28801,30,2,2
28802,126,20,10
28803,27,3,2
28804,28,1,1
28805,39,4,3
28806,28,2,3
28807,30,4,5
28808,23,0,2
28809,91,14,6
28810,21,2,4
28811,90,16,10
28812,23,2,2
28813,22,1,3
28814,34,3,2
28815,116,17,6
28816,36,4,5
28817,10,0,2
28818,49,5,5
28819,15,1,2
28820,67,8,5
28821,50,7,5
28822,18,0,1
28823,16,2,3
28824,84,10,6
28825,11,0,3
28826,54,4,2
28827,16,2,3
28828,49,8,4
28829,19,0,1
28830,38,4,2
28831,23,3,3
28832,90,18,7
28833,34,5,2
28834,27,3,3
28835,20,1,2
28836,38,3,1
28837,33,3,3
28838,18,2,3
28839,33,4,4
28840,11,0,1
28841,18,2,3
28842,13,0,1
28843,22,2,1
28844,44,7,3
28845,9,2,3
28846,18,2,2
28847,12,0,1
28848,18,1,2
28849,20,2,3
28850,38,4,1
28851,51,7,5
28852,44,10,7
28853,49,6,6
28854,38,3,2
28855,48,6,4
28856,60,5,4
28857,27,3,2
28858,20,2,3
28859,15,0,2
28860,10,0,1
28861,26,2,2
28862,17,0,2
28863,65,8,5
28864,17,0,3
28865,51,8,4
28866,18,0,2
28867,32,6,4
28868,44,2,2
28869,41,3,3
28870,41,2,2
28871,17,1,2
28872,52,8,6
28873,16,0,3
28874,16,0,3
28875,24,3,3
28876,16,1,2
28877,12,2,3
28878,13,2,2
28879,15,1,3
28880,40,3,4
28881,52,6,4
28882,12,0,2
28883,42,4,3
28884,42,5,3
28885,33,4,4
28886,69,9,9
28887,10,0,3
28888,19,1,3
28889,24,3,2
28890,17,1,2
28891,30,2,3
28892,45,4,2
28893,49,6,3
28894,12,1,2
28895,23,2,3
28896,29,1,2
28897,48,9,4
28898,36,4,4
28899,34,4,3
28900,30,3,4
28901,69,7,5
28902,27,3,5
28903,17,2,4
28904,26,2,3
28905,34,3,3
28906,47,7,4
28907,55,5,3
28908,34,5,3
28909,37,4,1
28910,41,7,5
28911,39,5,6
28912,58,7,5
28913,62,10,6
28914,12,1,2
28915,73,9,7
28916,29,4,3
28917,98,11,5
28918,20,1,2
28919,24,2,2
28920,51,6,5
28921,13,0,1
28922,16,1,4
28923,24,4,6
28924,34,3,3
28925,13,0,3
28926,28,3,4
28927,46,5,4
28928,42,4,2
28929,27,1,2
28930,36,4,3
28931,38,4,4
28932,23,2,3
28933,29,3,4
28934,15,1,4
28935,11,0,3
28936,24,2,4
28937,41,6,2
28938,58,6,4
28939,24,4,6
28940,16,1,2
28941,20,1,3
28942,56,7,7
28943,26,1,1
28944,35,6,2
28945,33,3,2
28946,73,10,4
28947,20,2,5
28948,41,4,7
28949,28,4,6
28950,18,2,2
28951,16,2,2
28952,46,4,2
28953,78,8,5
28954,31,2,1
28955,19,0,2
28956,18,2,4
28957,35,5,3
28958,87,9,3
28959,37,4,3
28960,9,1,2
28961,11,0,2
28962,12,1,2
28963,16,0,2
28964,21,3,6
28965,15,0,2
28966,18,2,2
28967,36,2,2
28968,20,1,2
28969,72,14,6
28970,41,6,5
28971,53,5,3
28972,55,6,4
28973,35,6,5
28974,121,17,7
28975,72,10,5
28976,14,1,4
28977,89,11,4
28978,42,5,2
28979,38,3,4
28980,25,3,4
28981,49,8,2
28982,32,3,2
28983,18,0,2
28984,23,0,1
28985,36,5,4
28986,179,25,13
28987,10,0,4
28988,42,3,2
28989,44,4,3
28990,14,1,2
28991,30,3,2
28992,45,6,3
28993,24,3,3
28994,57,7,4
28995,47,6,5
28996,18,3,3
28997,14,1,4
28998,62,13,6
28999,16,1,2
29000,42,3,3
29001,35,2,3
29002,71,7,4
29003,42,6,4
29004,42,5,6
29005,32,3,3
29006,32,4,6
29007,13,1,4
29008,27,2,3
29009,10,0,2
29010,44,7,4
29011,31,2,1
29012,48,7,4
29013,18,1,3
29014,32,3,3
29015,43,5,4
29016,67,7,1
29017,19,3,3
29018,24,3,4
29019,12,0,4
29020,43,5,4
29021,20,3,3
29022,12,0,3
29023,15,1,2
29024,63,15,7
29025,19,2,2
29026,97,17,6
29027,57,8,5
29028,27,3,3
29029,52,7,4
29030,40,2,2
29031,12,0,3
29032,34,5,4
29033,34,3,1
29034,24,1,2
29035,21,1,3
29036,20,2,2
29037,72,10,6
29038,18,0,2
29039,28,2,2
29040,38,4,3
29041,30,5,4
29042,30,5,4
29043,18,4,3
29044,26,2,1
29045,79,8,5
29046,35,1,3
29047,79,11,5
29048,15,1,2
29049,91,10,3
29050,26,5,1
29051,102,11,7
29052,47,4,5
29053,34,4,4
29054,34,2,1
29055,38,3,0
29056,25,4,4
29057,23,2,4
29058,51,8,7
29059,11,1,3
29060,101,15,10
29061,45,5,4
29062,28,3,2
29063,54,5,4
29064,51,6,2
29065,25,2,1
29066,37,5,4
29067,57,6,3
29068,20,3,2
29069,17,0,2
29070,35,2,3
29071,21,1,2
29072,42,5,4
29073,42,6,4
29074,16,2,2
29075,12,0,1
29076,27,2,4
29077,20,1,1
29078,91,12,5
29079,73,11,3
29080,27,3,3
29081,15,1,3
29082,54,10,6
29083,18,0,2
29084,40,4,2
29085,18,1,4
29086,15,1,1
29087,49,4,3
29088,13,2,4
29089,17,0,3
29090,25,1,2
29091,17,1,2
29092,22,0,1
29093,34,4,3
29094,22,0,1
29095,26,1,1
29096,19,1,3
29097,39,2,3
29098,35,5,3
29099,68,7,3
29100,23,2,1
29101,33,4,3
29102,32,7,6
29103,21,1,4
29104,114,15,5
29105,20,0,2
29106,54,10,3
29107,26,1,2
29108,27,4,3
29109,33,5,5
29110,48,5,5
29111,13,0,3
29112,13,0,3
29113,39,4,4
29114,41,6,6
29115,26,1,4
29116,50,5,2
29117,12,0,2
29118,89,7,5
29119,26,2,3
29120,17,2,2
29121,38,3,3
29122,23,1,2
29123,16,0,2
29124,66,11,5
29125,54,6,3
29126,26,4,3
29127,21,3,4
29128,21,3,2
29129,32,2,1
29130,28,5,3
29131,43,6,6
29132,44,3,1
29133,75,8,4
29134,10,0,2
29135,41,5,1
29136,40,4,2
29137,34,2,2
29138,44,7,4
29139,17,1,2
29140,150,25,7
29141,10,0,2
29142,24,0,1
29143,19,1,2
29144,35,3,3
29145,30,5,6
29146,48,7,4
29147,46,6,6
29148,25,4,3
29149,40,5,2
29150,14,0,1
29151,14,1,2
29152,44,4,2
29153,58,9,6
29154,55,6,5
29155,51,4,1
29156,16,0,1
29157,69,14,3
29158,15,2,2
29159,28,3,1
29160,75,8,2
29161,18,0,2
29162,57,9,6
29163,25,2,3
29164,67,7,6
29165,17,1,2
29166,25,1,1
29167,16,0,3
29168,35,5,4
29169,22,2,3
29170,116,20,10
29171,21,0,2
29172,46,3,6
29173,31,3,2
29174,48,6,3
29175,33,2,1
29176,100,12,7
29177,28,1,1
29178,27,3,2
29179,22,1,2
29180,27,1,0
29181,22,1,2
29182,31,2,3
29183,89,12,6
29184,16,0,2
29185,28,5,4
29186,42,4,3
29187,15,1,2
29188,13,1,2
29189,18,3,3
29190,24,2,1
29191,26,1,2
29192,36,4,4
29193,13,2,4
29194,36,1,2
29195,9,1,2
29196,41,6,3
29197,35,5,2
29198,30,0,0
29199,18,2,3
29200,8,0,2
29201,49,7,5
29202,23,2,4
29203,44,3,2
29204,44,4,2
29205,28,2,4
29206,27,2,3
29207,31,5,4
29208,31,3,3
29209,25,3,3
29210,22,2,3
29211,18,1,3
29212,48,8,7
29213,27,2,1
29214,17,1,2
29215,27,3,3
29216,33,3,3
29217,37,5,4
29218,47,3,0
29219,19,1,4
29220,89,11,5
29221,40,7,4
29222,25,2,2
29223,16,1,1
29224,46,5,3
29225,39,4,3
29226,18,1,2
29227,41,5,3
29228,20,1,3
29229,45,7,1
29230,28,4,4
29231,28,2,1
29232,30,3,3
29233,37,4,3
29234,25,1,2
29235,25,3,1
29236,68,7,2
29237,56,7,3
29238,37,2,2
29239,30,3,2
29240,33,4,2
29241,16,2,2
29242,37,3,1
29243,11,0,1
29244,44,6,6
29245,59,10,6
29246,31,4,4
29247,19,1,2
29248,23,1,1
29249,30,2,2
29250,15,2,3
29251,20,3,2
29252,41,5,4
29253,34,6,3
29254,28,3,2
29255,46,4,2
29256,17,2,5
29257,9,0,3
29258,42,3,2
29259,19,1,2
29260,21,1,3
29261,25,2,2
29262,58,10,6
29263,41,5,6
29264,46,7,2
29265,35,4,2
29266,31,3,3
29267,45,3,2
29268,76,7,1
29269,50,6,2
29270,39,3,3
29271,18,1,3
29272,65,13,5
29273,58,8,1
29274,39,4,3
29275,27,1,3
29276,101,18,7
29277,33,6,2
29278,61,3,4
29279,39,5,2
29280,22,3,3
29281,22,3,5
29282,113,14,6
29283,30,3,2
29284,51,5,3
29285,13,0,4
29286,22,3,4
29287,12,0,1
29288,16,1,3
29289,20,3,5
29290,25,4,6
29291,22,3,5
29292,82,9,6
29293,69,13,5
29294,21,3,2
29295,13,1,3
29296,93,12,6
29297,16,1,4
29298,95,12,2
29299,23,1,1
29300,13,1,2
29301,28,2,3
29302,74,7,3
29303,29,5,4
29304,12,0,2
29305,22,1,4
29306,43,7,5
29307,11,2,4
29308,33,3,2
29309,41,6,4
29310,104,16,7
29311,17,2,2
29312,35,3,4
29313,21,3,4
29314,14,0,3
29315,13,1,2
29316,12,1,2
29317,37,5,2
29318,48,4,2
29319,26,3,6
29320,27,1,4
29321,32,3,3
29322,25,2,1
29323,11,1,5
29324,7,0,3
29325,9,0,3
29326,53,8,5
29327,18,2,3
29328,49,5,3
29329,23,2,1
29330,50,6,2
29331,47,6,5
29332,37,7,5
29333,30,3,3
29334,14,2,3
29335,26,2,2
29336,16,1,1
29337,44,6,2
29338,24,4,5
29339,50,8,2
29340,13,1,4
29341,29,2,1
29342,26,0,0
29343,69,7,5
29344,10,1,3
29345,38,9,5
29346,9,0,2
29347,14,0,3
29348,23,4,4
29349,10,1,3
29350,15,0,3
29351,45,4,2
29352,23,5,4
29353,30,3,2
29354,20,1,3
29355,37,3,1
29356,18,1,2
29357,27,3,2
29358,14,1,3
29359,20,0,2
29360,77,12,5
29361,30,1,2
29362,78,9,5
29363,22,0,1
29364,13,2,3
29365,42,5,5
29366,39,4,2
29367,32,2,4
29368,62,11,8
29369,22,0,2
29370,56,6,2
29371,32,4,2
29372,17,3,2
29373,53,8,5
29374,39,4,1
29375,13,1,2
29376,10,0,4
29377,14,1,3
29378,39,4,4
29379,48,8,3
29380,9,0,3
29381,42,3,1
29382,29,2,4
29383,22,1,2
29384,109,17,4
29385,26,3,3
29386,63,8,4
29387,28,5,5
29388,35,3,1
29389,25,2,1
29390,62,8,4
29391,22,2,3
29392,25,4,5
29393,34,3,2
29394,18,1,2
29395,32,2,1
29396,26,5,5
29397,33,2,2
29398,71,7,3
29399,42,5,3
29400,115,16,5
29401,39,8,3
29402,46,3,0
29403,50,6,5
29404,14,3,3
29405,20,0,1
29406,24,3,1
29407,65,12,6
29408,22,1,2
29409,67,10,9
29410,26,1,3
29411,68,9,3
29412,17,1,2
29413,20,1,2
29414,24,1,2
29415,46,5,4
29416,35,6,3
29417,34,6,4
29418,25,1,3
29419,18,3,3
29420,52,4,3
29421,37,5,3
29422,26,3,6
29423,15,0,1
29424,15,1,3
29425,32,2,3
29426,19,0,3
29427,59,8,6
29428,27,0,0
29429,24,2,3
29430,49,6,3
29431,34,4,4
29432,18,3,2
29433,11,0,3
29434,29,1,2
29435,55,4,1
29436,66,8,5
29437,47,5,5
29438,11,1,2
29439,24,2,2
29440,20,5,3
29441,50,7,6
29442,65,9,6
29443,76,9,5
29444,80,9,3
29445,19,1,2
29446,38,3,1
29447,14,1,2
29448,34,4,3
29449,82,13,11
29450,37,5,4
29451,29,4,3
29452,18,1,2
29453,34,4,3
29454,17,2,5
29455,55,7,3
29456,14,1,1
29457,49,8,3
29458,24,5,3
29459,41,7,2
29460,60,10,4
29461,55,7,2
29462,66,9,7
29463,14,0,3
29464,39,9,3
29465,19,1,3
29466,35,8,3
29467,63,10,3
29468,15,2,3
29469,23,3,3
29470,17,1,4
29471,33,2,2
29472,19,1,1
29473,47,5,2
29474,37,6,5
29475,21,1,3
29476,8,0,3
29477,28,3,3
29478,19,2,3
29479,55,7,5
29480,62,9,6
29481,9,0,4
29482,25,1,3
29483,17,0,2
29484,19,1,2
29485,50,4,3
29486,32,3,2
29487,12,1,2
29488,13,1,3
29489,120,10,2
29490,43,2,2
29491,24,2,5
29492,33,5,5
29493,29,3,2
29494,19,1,2
29495,14,1,2
29496,26,4,3
29497,21,1,1
29498,21,2,3
29499,37,6,3
29500,56,5,2
29501,103,12,7
29502,21,2,3
29503,23,3,3
29504,103,13,9
29505,22,2,2
29506,16,1,1
29507,79,13,7
29508,102,15,6
29509,26,4,2
29510,72,13,5
29511,32,3,2
29512,22,2,2
29513,73,10,3
29514,12,2,3
29515,24,2,2
29516,35,4,3
29517,102,16,5
29518,22,2,4
29519,9,1,3
29520,64,6,2
29521,74,7,2
29522,41,5,2
29523,34,4,2
29524,31,5,7
29525,17,1,3
29526,27,3,4
29527,24,0,2
29528,110,18,7
29529,26,1,2
29530,12,0,3
29531,28,4,3
29532,43,7,4
29533,44,5,3
29534,24,2,3
29535,33,1,0
29536,15,0,2
29537,10,0,2
29538,67,9,3
29539,32,5,3
29540,65,8,4
29541,31,2,1
29542,17,1,1
29543,38,2,2
29544,12,1,4
29545,41,5,4
29546,18,2,5
29547,38,1,1
29548,15,1,2
29549,36,6,7
29550,65,7,4
29551,42,5,2
29552,16,2,2
29553,23,2,1
29554,22,0,1
29555,135,16,4
29556,32,2,2
29557,35,5,3
29558,42,3,1
29559,59,9,4
29560,25,1,3
29561,12,1,3
29562,83,15,10
29563,15,1,3
29564,11,0,3
29565,23,3,3
29566,23,3,1
29567,21,2,2
29568,10,1,3
29569,25,3,2
29570,39,6,3
29571,33,3,3
29572,23,1,3
29573,22,5,2
29574,45,4,3
29575,39,6,6
29576,17,1,2
29577,28,4,1
29578,21,2,2
29579,17,2,4
29580,36,5,4
29581,109,14,4
29582,54,6,0
29583,27,5,7
29584,53,6,3
29585,25,2,1
29586,101,16,7
29587,39,6,3
29588,40,4,3
29589,22,2,2
29590,12,1,2
29591,63,12,5
29592,28,1,2
29593,75,8,5
29594,62,9,4
29595,13,1,2
29596,18,3,3
29597,25,1,2
29598,47,7,2
29599,23,1,2
29600,24,2,2
29601,29,2,2
29602,68,9,6
29603,62,7,3
29604,66,6,4
29605,24,3,2
29606,56,7,2
29607,56,6,4
29608,14,1,2
29609,96,13,4
29610,19,2,3
29611,28,6,4
29612,14,0,3
29613,90,10,6
29614,65,8,6
29615,24,3,3
29616,65,10,6
29617,10,0,2
29618,18,1,3
29619,14,2,2
29620,27,3,3
29621,23,1,2
29622,14,0,3
29623,24,4,4
29624,47,5,2
29625,21,2,2
29626,12,1,3
29627,31,2,3
29628,36,3,4
29629,24,3,4
29630,56,6,3
29631,12,0,1
29632,23,1,1
29633,19,0,3
29634,38,4,3
29635,34,3,2
29636,39,4,3
29637,19,2,2
29638,27,2,3
29639,23,2,2
29640,78,13,7
29641,45,5,3
29642,23,3,3
29643,12,0,1
29644,17,2,2
29645,41,6,7
29646,38,2,4
29647,46,6,2
29648,30,3,3
29649,40,4,4
29650,40,4,5
29651,25,2,1
29652,55,6,5
29653,101,13,7
29654,40,6,4
29655,17,0,3
29656,32,3,3
29657,15,0,1
29658,18,2,2
29659,44,7,6
29660,23,3,3
29661,19,3,4
29662,22,2,3
29663,25,1,2
29664,20,2,2
29665,31,2,2
29666,60,9,5
29667,53,6,1
29668,22,1,2
29669,109,9,2
29670,37,3,2
29671,23,4,3
29672,24,4,4
29673,157,26,10
29674,20,4,3
29675,12,1,2
29676,53,5,3
29677,12,0,3
29678,54,5,6
29679,61,10,7
29680,23,3,2
29681,23,2,3
29682,55,4,3
29683,12,0,2
29684,28,2,3
29685,45,5,3
29686,13,0,4
29687,30,3,0
29688,18,1,1
29689,20,3,2
29690,57,6,2
29691,9,0,2
29692,33,5,3
29693,54,8,3
29694,49,4,4
29695,13,3,3
29696,15,1,1
29697,30,2,2
29698,16,0,2
29699,36,6,4
29700,40,2,2
29701,19,2,2
29702,26,4,3
29703,21,3,2
29704,51,5,5
29705,30,4,4
29706,43,4,5
29707,43,8,5
29708,30,5,3
29709,22,1,2
29710,64,7,2
29711,49,5,5
29712,56,6,4
29713,53,8,4
29714,15,1,1
29715,10,1,2
29716,14,2,2
29717,83,16,7
29718,44,5,5
29719,36,3,3
29720,33,2,1
29721,41,5,6
29722,16,2,3
29723,21,1,2
29724,27,3,3
29725,28,3,2
29726,32,4,1
29727,32,4,4
29728,46,6,3
29729,20,3,5
29730,17,2,1
29731,21,2,3
29732,26,1,2
29733,9,2,3
29734,64,12,3
29735,29,3,3
29736,28,3,3
29737,12,1,2
29738,76,8,4
29739,70,7,8
29740,12,0,3
29741,14,0,2
29742,54,5,5
29743,59,3,2
29744,26,2,3
29745,21,1,3
29746,10,0,2
29747,33,4,4
29748,54,6,4
29749,40,3,1
29750,36,5,7
29751,8,0,3
29752,19,2,3
29753,21,1,3
29754,18,0,2
29755,23,2,3
29756,22,3,3
29757,26,3,3
29758,77,10,5
29759,34,2,4
29760,35,2,1
29761,43,4,1
29762,8,1,2
29763,20,0,2
29764,26,3,2
29765,17,2,3
29766,36,4,2
29767,13,1,2
29768,39,2,1
29769,10,1,3
29770,10,0,1
29771,22,2,2
29772,21,4,4
29773,75,8,6
29774,34,7,3
29775,89,11,9
29776,47,3,3
29777,50,7,6
29778,18,4,2
29779,78,16,10
29780,42,5,2
29781,18,3,3
29782,22,0,2
29783,89,11,4
29784,27,3,3
29785,25,2,3
29786,32,4,1
29787,23,3,5
29788,11,2,4
29789,25,3,2
29790,41,6,3
29791,66,12,6
29792,11,0,1
29793,39,3,2
29794,42,5,1
29795,16,1,3
29796,38,4,3
29797,59,6,5
29798,65,9,5
29799,17,3,3
29800,36,4,3
29801,16,3,2
29802,41,7,4
29803,12,1,2
29804,35,4,3
29805,37,5,6
29806,10,0,3
29807,37,3,3
29808,35,5,2
29809,30,7,4
29810,31,3,4
29811,35,3,1
29812,30,1,2
29813,75,8,1
29814,26,3,4
29815,19,0,2
29816,8,1,3
29817,22,2,2
29818,148,21,8
29819,49,7,3
29820,63,11,7
29821,38,5,3
29822,66,9,3
29823,13,1,3
29824,25,2,4
29825,16,0,2
29826,44,4,3
29827,43,3,3
29828,119,18,5
29829,50,5,4
29830,50,6,7
29831,23,2,2
29832,26,1,1
29833,83,6,4
29834,34,2,3
29835,76,7,5
29836,34,7,5
29837,20,0,1
29838,11,1,3
29839,32,3,4
29840,15,0,3
29841,25,2,1
29842,28,3,1
