,turns,chutes_hit,ladders_hit
53011,22,2,1
53012,26,2,2
53013,72,6,4
53014,16,2,3
53015,9,1,2
53016,27,3,4
53017,10,0,1
53018,11,1,2
53019,13,1,1
53020,13,0,2
53021,11,0,1
53022,16,1,4
53023,21,2,3
53024,18,1,3
53025,37,5,5
53026,72,10,3
53027,36,5,4
53028,26,2,3
53029,29,4,4
53030,33,1,2
53031,45,6,5
53032,19,1,2
53033,40,7,5
53034,88,11,7
53035,14,1,2
53036,25,4,2
53037,18,0,3
53038,34,2,1
53039,44,6,4
53040,17,3,2
53041,16,1,1
53042,17,1,3
53043,36,4,3
53044,25,4,4
53045,110,13,3
53046,57,8,5
53047,12,0,3
53048,33,4,4
53049,29,3,3
53050,23,2,3
53051,32,3,2
53052,16,0,2
53053,29,3,3
53054,36,4,2
53055,63,6,3
53056,22,0,2
53057,19,2,2
53058,29,5,4
53059,29,5,3
53060,69,10,6
53061,13,1,3
53062,32,4,4
53063,82,10,3
53064,18,0,2
53065,34,2,1
53066,38,4,3
53067,35,5,5
53068,39,3,5
53069,25,3,2
53070,86,10,5
53071,9,0,2
53072,21,3,3
53073,37,5,4
53074,9,0,2
53075,22,1,1
53076,28,2,3
53077,74,10,5
53078,29,4,2
53079,21,2,2
53080,21,4,4
53081,51,7,4
53082,25,1,2
53083,16,0,2
53084,27,3,3
53085,15,2,3
53086,16,1,3
53087,28,4,4
53088,24,2,3
53089,19,1,4
53090,45,4,2
53091,36,3,2
53092,36,2,2
53093,45,4,4
53094,30,2,1
53095,21,3,2
53096,13,1,2
53097,32,6,3
53098,19,0,2
53099,29,5,2
53100,14,2,2
53101,9,1,3
53102,36,4,6
53103,40,7,2
53104,11,0,2
53105,29,4,3
53106,36,3,4
53107,24,1,2
53108,12,1,3
53109,31,4,3
53110,68,4,1
53111,15,2,3
53112,27,3,2
53113,7,0,3
53114,41,2,2
53115,10,0,4
53116,28,5,3
53117,26,2,2
53118,12,0,2
53119,22,2,4
53120,32,4,3
53121,22,3,4
53122,47,5,4
53123,16,1,2
53124,51,5,3
53125,25,3,3
53126,16,0,3
53127,101,15,5
53128,13,1,2
53129,30,2,4
53130,46,5,8
53131,64,14,5
53132,57,10,5
53133,12,0,2
53134,24,3,3
53135,39,5,4
53136,43,4,1
53137,58,7,4
53138,15,2,2
53139,30,4,4
53140,61,8,4
53141,77,11,8
53142,46,10,7
53143,67,11,6
53144,24,1,2
53145,13,0,1
53146,10,1,5
53147,25,3,4
53148,22,3,3
53149,20,1,2
53150,38,3,2
53151,20,1,2
53152,39,5,3
53153,58,6,3
53154,21,2,4
53155,32,2,2
53156,28,6,3
53157,17,0,2
53158,62,8,6
53159,27,5,5
53160,44,6,5
53161,19,0,2
53162,28,5,3
53163,18,1,3
53164,18,1,4
53165,19,2,3
53166,38,3,3
53167,32,1,2
53168,51,9,4
53169,28,3,3
53170,25,2,1
53171,25,1,3
53172,22,1,1
53173,16,1,2
53174,17,2,2
53175,40,5,3
53176,48,6,3
53177,23,1,2
53178,20,1,1
53179,25,2,4
53180,46,4,3
53181,16,0,2
53182,26,2,1
53183,16,1,2
53184,19,2,2
53185,22,3,4
53186,83,8,7
53187,41,4,3
53188,16,1,1
53189,18,1,2
53190,35,4,1
53191,101,16,3
53192,21,1,2
53193,206,31,12
53194,20,2,2
53195,16,2,3
53196,29,5,4
53197,29,3,3
53198,47,5,4
53199,42,6,3
53200,26,3,4
53201,26,2,3
53202,40,7,10
53203,20,0,1
53204,23,4,3
53205,54,10,4
53206,59,11,3
53207,18,1,2
53208,41,7,5
53209,14,3,4
53210,13,3,4
53211,31,1,2
53212,8,0,2
53213,22,4,3
53214,8,0,2
53215,89,9,3
53216,22,3,2
53217,22,1,1
53218,14,0,1
53219,35,4,3
53220,22,3,4
53221,108,16,12
53222,74,9,4
53223,20,2,2
53224,44,7,6
53225,20,3,3
53226,25,2,2
53227,36,5,2
53228,22,2,4
53229,8,0,3
53230,33,1,0
53231,32,4,1
53232,20,3,4
53233,43,4,3
53234,36,6,4
53235,25,2,2
53236,31,6,3
53237,75,15,11
53238,13,0,3
53239,39,4,3
53240,29,3,3
53241,34,3,3
53242,37,2,2
53243,52,9,4
53244,66,8,5
53245,24,2,3
53246,37,4,2
53247,41,5,6
53248,18,1,3
53249,11,0,1
53250,8,0,2
53251,40,5,3
53252,41,5,5
53253,47,5,3
53254,12,1,3
53255,86,10,4
53256,78,9,3
53257,25,3,3
53258,16,2,3
53259,16,1,5
53260,32,4,2
53261,11,0,1
53262,68,10,4
53263,34,3,2
53264,56,8,3
53265,25,4,4
53266,21,2,3
53267,50,3,1
53268,46,8,4
53269,30,3,1
53270,30,2,2
53271,67,8,8
53272,21,3,5
53273,28,1,2
53274,53,6,6
53275,23,3,2
53276,21,0,2
53277,24,4,4
53278,72,12,6
53279,22,4,5
53280,31,5,5
53281,21,1,3
53282,11,1,2
53283,11,1,2
53284,55,7,5
53285,17,2,2
53286,44,4,4
53287,25,3,4
53288,40,2,4
53289,36,2,1
53290,51,5,2
53291,57,8,4
53292,56,8,3
53293,62,9,6
53294,14,2,5
53295,70,10,7
53296,23,3,2
53297,19,3,3
53298,8,0,3
53299,28,2,2
53300,106,13,7
53301,11,0,1
53302,17,1,4
53303,15,1,2
53304,58,8,5
53305,14,0,3
53306,22,3,4
53307,25,2,3
53308,26,1,2
53309,70,9,6
53310,13,1,3
53311,25,3,3
53312,28,0,0
53313,22,2,1
53314,107,13,10
53315,61,7,1
53316,15,2,3
53317,19,2,2
53318,17,3,4
53319,14,1,3
53320,31,4,4
53321,28,5,5
53322,18,1,4
53323,35,4,4
53324,9,0,4
53325,18,2,2
53326,48,5,6
53327,13,0,1
53328,12,0,3
53329,11,0,1
53330,66,8,3
53331,20,4,3
53332,41,6,5
53333,14,0,3
53334,9,0,4
53335,14,1,2
53336,28,3,3
53337,61,9,7
53338,17,3,3
53339,30,3,2
53340,40,2,1
53341,41,5,5
53342,85,9,6
53343,13,0,1
53344,26,2,2
53345,37,7,3
53346,11,2,3
53347,70,8,5
53348,39,4,3
53349,17,0,2
53350,28,2,4
53351,83,9,6
53352,23,1,1
53353,14,1,2
53354,16,0,3
53355,21,3,4
53356,58,8,6
53357,166,25,10
53358,28,2,3
53359,14,0,3
53360,26,1,1
53361,46,6,4
53362,47,7,3
53363,35,4,3
53364,34,5,4
53365,27,3,1
53366,37,4,3
53367,26,5,4
53368,11,0,3
53369,60,9,6
53370,19,1,2
53371,28,1,3
53372,40,4,3
53373,17,0,2
53374,12,0,1
53375,36,1,2
53376,14,2,3
53377,32,3,3
53378,24,5,5
53379,18,1,3
53380,66,11,7
53381,86,15,8
53382,12,1,2
53383,22,1,3
53384,49,6,4
53385,50,6,1
53386,20,2,2
53387,27,4,3
53388,98,11,3
53389,33,2,3
53390,11,1,2
53391,14,1,2
53392,29,3,3
53393,36,5,3
53394,84,14,7
53395,18,2,2
53396,55,6,2
53397,113,20,12
53398,11,0,2
53399,44,4,4
53400,43,6,4
53401,15,1,2
53402,21,3,3
53403,15,0,1
53404,43,5,2
53405,25,2,3
53406,7,0,2
53407,29,3,3
53408,64,6,3
53409,49,8,5
53410,35,5,4
53411,66,7,5
53412,47,3,1
53413,55,9,3
53414,23,2,2
53415,22,2,2
53416,39,6,3
53417,19,2,2
53418,20,0,2
53419,18,1,5
53420,34,3,2
53421,33,5,5
53422,44,5,5
53423,33,1,1
53424,32,3,3
53425,47,5,2
53426,14,0,3
53427,38,6,4
53428,29,4,3
53429,51,6,2
53430,20,1,2
53431,24,5,3
53432,15,1,2
53433,46,4,4
53434,48,8,3
53435,36,2,3
53436,16,2,2
53437,102,13,5
53438,22,1,3
53439,35,2,3
53440,129,17,10
53441,27,1,4
53442,36,4,5
53443,26,2,2
53444,30,2,2
53445,25,4,1
53446,66,9,5
53447,32,4,5
53448,23,1,3
53449,22,2,1
53450,25,2,2
53451,19,2,3
53452,39,7,6
53453,27,1,2
53454,18,1,2
53455,33,3,3
53456,42,3,1
53457,38,5,3
53458,60,10,4
53459,26,3,4
53460,20,2,2
53461,27,4,4
53462,17,2,4
53463,18,1,2
53464,60,11,3
53465,27,2,2
53466,12,1,3
53467,40,4,5
53468,50,7,6
53469,42,4,4
53470,41,3,4
53471,79,6,2
53472,37,5,5
53473,23,1,2
53474,27,1,1
53475,22,0,2
53476,39,4,5
53477,99,12,4
53478,20,2,3
53479,38,3,2
53480,50,5,3
53481,85,13,7
53482,32,3,3
53483,19,1,1
53484,38,6,4
53485,35,3,2
53486,21,0,2
53487,65,9,7
53488,18,0,2
53489,31,4,3
53490,66,7,4
53491,29,2,1
53492,53,7,3
53493,13,1,2
53494,13,1,2
53495,27,3,2
53496,67,6,5
53497,28,3,5
53498,22,1,1
53499,18,2,3
53500,14,0,2
53501,42,4,5
53502,43,5,2
53503,49,3,3
53504,20,1,3
53505,27,1,1
53506,106,15,8
53507,39,5,0
53508,44,6,8
53509,86,9,6
53510,29,2,1
53511,22,1,3
53512,17,1,3
53513,64,9,5
53514,31,1,5
53515,44,4,2
53516,27,3,2
53517,21,3,2
53518,32,4,4
53519,55,4,2
53520,20,3,2
53521,79,10,7
53522,11,0,3
53523,42,3,3
53524,53,5,5
53525,13,1,3
53526,27,3,2
53527,15,0,1
53528,92,15,6
53529,27,2,2
53530,23,4,4
53531,19,0,1
53532,40,8,2
53533,28,3,2
53534,38,5,3
53535,39,3,1
53536,48,6,5
53537,81,9,4
53538,9,1,2
53539,45,7,4
53540,45,7,6
53541,21,2,4
53542,19,2,4
53543,9,0,3
53544,35,1,1
53545,62,6,5
53546,29,5,4
53547,14,1,3
53548,37,6,3
53549,23,3,4
53550,9,1,3
53551,27,4,4
53552,18,2,3
53553,19,1,3
53554,22,2,3
53555,31,3,2
53556,11,1,2
53557,20,2,2
53558,27,2,3
53559,22,2,5
53560,20,1,3
53561,13,1,3
53562,13,0,1
53563,14,0,2
53564,34,3,4
53565,31,2,1
53566,34,4,2
53567,20,4,6
53568,129,14,9
53569,33,4,4
53570,19,1,2
53571,56,4,0
53572,31,2,1
53573,96,9,4
53574,23,2,2
53575,58,6,5
53576,19,1,2
53577,30,2,2
53578,14,1,3
53579,27,3,3
53580,16,0,3
53581,25,4,2
53582,41,5,2
53583,11,0,2
53584,19,2,4
53585,12,1,2
53586,25,3,3
53587,14,0,3
53588,17,2,3
53589,28,3,4
53590,19,0,3
53591,51,6,3
53592,29,2,1
53593,40,3,3
53594,30,4,3
53595,40,3,2
53596,46,7,3
53597,12,2,3
53598,36,4,5
53599,70,10,6
53600,56,8,4
53601,33,2,3
53602,47,5,5
53603,23,0,1
53604,30,5,5
53605,27,5,3
53606,20,2,2
53607,22,0,2
53608,8,0,3
53609,21,2,1
53610,81,11,5
53611,83,12,10
53612,50,7,5
53613,20,3,3
53614,30,2,3
53615,23,2,3
53616,31,5,4
53617,15,0,2
53618,19,2,2
53619,76,10,5
53620,17,1,3
53621,14,0,3
53622,35,4,2
53623,40,6,3
53624,12,1,2
53625,71,8,3
53626,65,8,2
53627,27,3,3
53628,18,2,2
53629,34,3,1
53630,54,5,3
53631,24,3,3
53632,28,3,3
53633,14,1,2
53634,17,0,2
53635,12,0,2
53636,24,2,3
53637,16,0,3
53638,27,2,2
53639,29,4,2
53640,25,2,1
53641,22,4,3
53642,26,2,4
53643,31,7,6
53644,35,3,4
53645,21,3,5
53646,26,2,3
53647,69,11,8
53648,66,8,5
53649,10,0,2
53650,54,6,3
53651,90,12,5
53652,18,1,3
53653,22,0,2
53654,15,2,3
53655,43,4,1
53656,21,1,2
53657,12,1,2
53658,20,0,2
53659,35,6,4
53660,20,1,2
53661,110,16,3
53662,15,0,3
53663,42,4,2
53664,14,1,3
53665,26,2,3
53666,13,0,4
53667,169,25,11
53668,86,11,7
53669,60,7,6
53670,58,7,5
53671,42,5,4
53672,19,1,2
53673,12,0,1
53674,9,0,3
53675,129,20,6
53676,37,7,4
53677,10,0,3
53678,29,2,1
53679,50,8,2
53680,14,1,2
53681,14,0,3
53682,27,1,2
53683,48,6,3
53684,17,2,4
53685,16,2,2
53686,11,0,1
53687,77,13,9
53688,66,12,6
53689,28,1,3
53690,24,3,4
53691,25,1,1
53692,23,2,4
53693,20,3,3
53694,13,1,2
53695,9,0,2
53696,10,0,1
53697,144,21,10
53698,81,13,7
53699,96,14,10
53700,55,6,5
53701,24,1,1
53702,24,3,3
53703,80,10,8
53704,63,4,1
53705,36,2,2
53706,47,7,3
53707,31,4,3
53708,15,1,4
53709,44,7,3
53710,10,1,2
53711,63,7,6
53712,16,1,4
53713,68,11,5
53714,46,6,5
53715,25,1,2
53716,48,5,4
53717,30,4,3
53718,12,1,2
53719,22,3,2
53720,13,0,1
53721,47,2,2
53722,20,1,2
53723,36,3,3
53724,16,1,3
53725,64,11,2
53726,41,4,2
53727,45,5,2
53728,56,6,2
53729,49,8,6
53730,20,2,4
53731,27,1,1
53732,40,3,4
53733,38,4,3
53734,26,2,2
53735,19,1,3
53736,38,6,1
53737,22,2,2
53738,47,7,3
53739,99,14,6
53740,48,5,2
53741,17,2,2
53742,37,4,2
53743,57,8,6
53744,55,10,5
53745,90,8,5
53746,71,11,5
53747,38,5,4
53748,10,0,1
53749,31,3,5
53750,13,1,3
53751,15,1,2
53752,18,2,2
53753,37,4,2
53754,28,4,5
53755,76,7,4
53756,36,2,2
53757,20,1,3
53758,31,1,1
53759,27,1,1
53760,51,8,5
53761,22,1,3
53762,26,4,3
53763,22,2,2
53764,56,5,4
53765,27,3,3
53766,49,6,3
53767,39,5,5
53768,58,7,5
53769,44,4,3
53770,44,6,7
53771,47,5,1
53772,46,7,5
53773,61,6,2
53774,14,0,3
53775,52,7,2
53776,23,3,3
53777,13,0,4
53778,18,1,2
53779,17,1,2
53780,25,4,4
53781,32,1,2
53782,32,4,2
53783,54,7,5
53784,43,5,4
53785,46,2,0
53786,30,4,6
53787,25,1,1
53788,124,19,7
53789,31,2,1
53790,31,2,2
53791,54,6,2
53792,19,1,3
53793,111,13,7
53794,17,0,2
53795,15,0,2
53796,45,5,3
53797,70,7,2
53798,14,1,2
53799,27,5,2
53800,33,2,5
53801,65,5,4
53802,78,11,6
53803,42,6,7
53804,49,6,1
53805,25,2,3
53806,18,2,2
53807,84,12,7
53808,12,0,3
53809,27,2,2
53810,32,3,3
53811,32,5,5
53812,94,12,3
53813,11,0,3
53814,66,8,7
53815,28,2,1
53816,13,1,3
53817,14,1,2
53818,52,7,8
53819,51,6,5
53820,74,11,5
53821,54,6,3
53822,75,7,3
53823,19,0,2
53824,33,6,7
53825,40,6,3
53826,36,6,4
53827,43,6,3
53828,54,5,4
53829,14,1,2
53830,12,1,2
53831,23,1,2
53832,13,0,1
53833,39,4,4
53834,79,10,4
53835,50,8,3
53836,21,1,4
53837,63,8,3
53838,19,2,3
53839,55,9,3
53840,38,5,2
53841,17,1,1
53842,15,1,4
53843,66,9,3
53844,13,2,2
53845,28,4,4
53846,49,5,5
53847,37,3,3
53848,35,5,3
53849,76,8,3
53850,21,0,2
53851,56,3,0
53852,24,1,2
53853,58,8,3
53854,24,3,3
53855,27,3,3
53856,68,9,4
53857,17,1,3
53858,12,0,1
53859,17,1,2
53860,65,6,2
53861,31,5,3
53862,16,0,2
53863,35,4,4
53864,40,5,3
53865,48,3,4
53866,20,0,2
53867,21,1,4
53868,26,2,3
53869,14,0,3
53870,29,3,2
53871,15,2,2
53872,23,0,1
53873,22,1,2
53874,16,1,4
53875,22,2,4
53876,32,1,1
53877,14,1,3
53878,45,5,1
53879,24,2,1
53880,20,2,2
53881,46,4,2
53882,52,7,4
53883,33,5,5
53884,123,19,7
53885,61,10,5
53886,31,4,5
53887,46,5,3
53888,50,7,4
53889,20,1,1
53890,12,0,4
53891,41,5,3
53892,47,3,2
53893,13,1,3
53894,16,1,1
53895,19,1,3
53896,10,2,3
53897,25,2,3
53898,33,6,4
53899,70,10,5
53900,24,2,2
53901,52,4,2
53902,48,4,2
53903,35,4,6
53904,20,2,3
53905,41,3,4
53906,28,4,3
53907,17,2,4
53908,25,0,1
53909,28,0,0
53910,31,5,1
53911,29,3,4
53912,22,1,3
53913,14,1,1
53914,31,4,2
53915,74,10,2
53916,36,1,2
53917,52,7,2
53918,28,1,1
53919,27,2,3
53920,54,8,4
53921,52,5,0
53922,8,1,3
53923,70,8,5
53924,67,9,6
53925,41,5,3
53926,30,5,3
53927,27,4,3
53928,19,5,3
53929,22,1,2
53930,38,2,2
53931,12,0,3
53932,33,2,2
53933,23,1,2
53934,29,4,2
53935,21,3,3
53936,42,3,2
53937,32,3,3
53938,63,9,5
53939,45,7,3
53940,16,1,2
53941,32,4,2
53942,24,4,2
53943,34,4,2
53944,49,8,5
53945,20,2,2
53946,18,2,3
53947,13,1,3
53948,38,4,4
53949,15,1,4
53950,36,2,2
53951,60,9,5
53952,22,2,2
53953,25,3,1
53954,11,1,2
53955,16,2,2
53956,66,6,2
53957,25,2,1
53958,17,0,2
53959,33,1,0
53960,40,5,6
53961,44,4,3
53962,41,5,4
53963,18,1,3
53964,19,2,3
53965,23,2,1
53966,37,6,1
53967,21,3,3
53968,21,2,3
53969,52,8,4
53970,55,8,2
53971,35,4,3
53972,14,0,3
53973,24,1,1
53974,14,0,1
53975,10,0,2
53976,27,2,2
53977,15,0,3
53978,24,3,6
53979,23,1,2
53980,24,0,1
53981,32,3,2
53982,13,0,1
53983,39,3,4
53984,100,15,6
53985,95,11,7
53986,146,21,9
53987,27,3,2
53988,39,5,3
53989,88,8,3
53990,12,0,2
53991,35,3,1
53992,10,0,3
53993,18,1,3
53994,37,4,2
53995,42,4,2
53996,87,18,11
53997,31,3,1
53998,29,3,2
53999,14,0,3
54000,37,3,3
54001,20,2,2
54002,23,1,1
54003,22,2,3
54004,23,4,3
54005,29,4,1
54006,37,6,5
54007,70,9,3
54008,44,4,1
54009,10,0,3
54010,26,3,4
54011,54,10,4
54012,58,5,5
54013,33,6,4
54014,34,4,2
54015,45,8,4
54016,25,1,4
54017,12,3,5
54018,98,16,6
54019,14,0,3
54020,16,1,4
54021,41,6,3
54022,22,3,4
54023,11,0,2
54024,52,6,4
54025,28,4,2
54026,25,2,1
54027,32,3,3
54028,19,1,3
54029,11,1,2
54030,42,5,5
54031,40,5,3
54032,15,0,1
54033,34,3,4
54034,18,1,1
54035,33,3,2
54036,12,0,3
54037,21,1,2
54038,25,2,3
54039,15,1,3
54040,36,4,3
54041,18,2,4
54042,47,6,0
54043,13,0,3
54044,24,1,1
54045,83,12,8
54046,30,5,4
54047,66,10,6
54048,17,1,3
54049,29,3,4
54050,26,1,2
54051,16,1,1
54052,7,0,2
54053,20,2,3
54054,40,4,3
54055,20,0,2
54056,15,1,4
54057,36,7,6
54058,32,3,3
54059,35,5,4
54060,32,4,5
54061,21,4,4
54062,35,5,2
54063,55,6,4
54064,23,2,2
54065,54,7,6
54066,32,3,4
54067,78,10,6
54068,35,3,3
54069,23,2,2
54070,21,2,3
54071,34,3,1
54072,18,2,5
54073,56,6,2
54074,14,1,2
54075,91,14,5
54076,46,6,6
54077,65,8,4
54078,17,1,3
54079,28,3,5
54080,37,3,0
54081,68,8,6
54082,27,2,2
54083,10,0,3
54084,24,0,1
54085,44,4,4
54086,18,3,3
54087,32,3,1
54088,27,3,1
54089,44,4,0
54090,21,1,2
54091,38,3,1
54092,75,9,4
54093,26,3,2
54094,22,2,3
54095,90,14,7
54096,27,4,4
54097,18,1,3
54098,35,5,3
54099,46,5,4
54100,49,7,4
54101,57,9,4
54102,18,1,3
54103,21,2,4
54104,31,5,3
54105,20,1,3
54106,51,6,5
54107,35,5,4
54108,16,1,1
54109,24,2,4
54110,26,2,1
54111,16,2,3
54112,11,0,2
54113,11,1,3
54114,66,10,8
54115,175,24,12
54116,93,17,8
54117,48,4,4
54118,93,9,7
54119,47,5,1
54120,52,4,4
54121,18,5,6
54122,29,3,2
54123,34,3,4
54124,14,0,3
54125,9,0,3
54126,54,6,3
54127,43,3,1
54128,68,7,4
54129,44,5,2
54130,20,0,2
54131,32,3,3
54132,64,8,4
54133,9,0,3
54134,33,3,2
54135,67,10,7
54136,45,6,6
54137,35,6,5
54138,49,5,1
54139,24,1,1
54140,24,3,3
54141,12,0,1
54142,22,3,3
54143,73,14,8
54144,24,4,4
54145,39,3,0
54146,44,5,1
54147,15,2,2
54148,114,15,4
54149,18,3,3
54150,24,0,1
54151,57,7,3
54152,17,4,2
54153,33,2,2
54154,131,16,10
54155,10,0,2
54156,34,3,4
54157,21,1,3
54158,23,0,1
54159,19,2,5
54160,22,1,3
54161,29,5,4
54162,13,1,2
54163,23,1,1
54164,34,3,2
54165,18,0,2
54166,23,1,2
54167,11,0,2
54168,12,1,3
54169,21,1,2
54170,41,7,5
54171,30,2,3
54172,33,4,2
54173,10,1,3
54174,28,2,3
54175,11,0,1
54176,37,4,5
54177,74,10,3
54178,43,5,2
54179,11,0,1
54180,50,5,4
54181,29,2,3
54182,27,4,2
54183,26,2,2
54184,48,8,3
54185,52,4,2
54186,25,4,3
54187,168,28,15
54188,70,11,5
54189,22,3,3
54190,24,1,2
54191,64,9,6
54192,15,2,2
54193,53,8,5
54194,27,0,1
54195,60,11,7
54196,23,2,3
54197,103,19,9
54198,23,3,3
54199,15,1,3
54200,9,0,3
54201,53,6,3
54202,21,2,3
54203,27,4,4
54204,21,2,2
54205,13,1,4
54206,57,7,9
54207,156,21,6
54208,47,6,3
54209,25,0,1
54210,38,8,3
54211,87,12,6
54212,24,3,3
54213,40,7,5
54214,16,0,2
54215,31,4,6
54216,9,1,4
54217,19,1,1
54218,23,4,4
54219,15,0,3
54220,34,6,5
54221,28,2,2
54222,22,2,2
54223,66,8,6
54224,18,0,2
54225,43,6,5
54226,50,9,4
54227,56,5,3
54228,26,2,2
54229,19,2,4
54230,39,5,1
54231,29,1,2
54232,19,1,2
54233,9,1,3
54234,49,4,3
54235,54,6,4
54236,43,6,4
54237,40,6,4
54238,17,3,2
54239,13,2,3
54240,15,2,2
54241,109,14,6
54242,19,3,3
54243,67,11,4
54244,71,10,3
54245,35,10,5
54246,43,4,3
54247,75,9,6
54248,21,2,3
54249,68,9,3
54250,25,3,4
54251,33,5,4
54252,32,2,3
54253,27,5,2
54254,13,3,2
54255,16,0,3
54256,10,1,3
54257,12,1,2
54258,16,2,3
54259,9,0,4
54260,25,2,3
54261,45,5,2
54262,54,5,5
54263,34,3,3
54264,18,1,1
54265,27,2,2
54266,15,2,3
54267,31,3,1
54268,31,1,1
54269,51,7,3
54270,18,4,4
54271,72,11,1
54272,42,5,6
54273,31,3,3
54274,20,3,3
54275,16,4,4
54276,71,6,3
54277,13,0,1
54278,17,2,2
54279,25,0,1
54280,20,3,4
54281,17,0,2
54282,12,0,3
54283,18,1,5
54284,41,5,3
54285,20,1,2
54286,50,5,4
54287,27,3,2
54288,17,2,2
54289,22,1,3
54290,51,5,2
54291,107,15,6
54292,76,11,3
54293,9,1,2
54294,13,0,2
54295,37,3,4
54296,76,9,6
54297,27,4,4
54298,10,1,2
54299,17,0,2
54300,19,4,1
54301,18,0,3
54302,21,0,2
54303,29,3,3
54304,69,10,4
54305,7,0,3
54306,11,1,3
54307,12,0,2
54308,14,0,2
54309,26,4,5
54310,35,4,3
54311,33,4,4
54312,38,6,3
54313,31,5,5
54314,35,3,3
54315,23,2,2
54316,24,0,1
54317,17,1,1
54318,15,1,1
54319,16,1,3
54320,20,2,2
54321,22,1,3
54322,23,0,1
54323,20,2,3
54324,24,1,2
54325,35,2,1
54326,27,5,4
54327,47,6,6
54328,18,1,3
54329,23,2,2
54330,38,2,3
54331,18,1,2
54332,27,3,2
54333,126,15,4
54334,29,3,4
54335,21,4,3
54336,29,3,3
54337,28,1,3
54338,21,2,1
54339,27,7,4
54340,26,2,1
54341,43,5,2
54342,61,11,7
54343,9,0,3
54344,21,3,2
54345,8,0,3
54346,35,4,3
54347,42,8,5
54348,16,2,2
54349,9,0,3
54350,14,0,3
54351,14,0,2
54352,22,3,3
54353,58,5,2
54354,28,2,1
54355,50,6,3
54356,62,9,5
54357,24,4,2
54358,32,5,4
54359,44,4,3
54360,58,10,4
54361,27,3,2
54362,30,3,2
54363,26,3,2
54364,25,3,4
54365,20,0,1
54366,61,7,3
54367,108,18,8
54368,29,3,1
54369,22,3,5
54370,48,6,1
54371,35,5,1
54372,37,4,2
54373,65,10,4
54374,41,6,7
54375,21,1,2
54376,25,2,2
54377,24,3,4
54378,13,0,1
54379,74,15,10
54380,17,0,2
54381,43,4,2
54382,10,0,2
54383,16,0,3
54384,30,4,1
54385,36,6,2
54386,53,5,7
54387,40,7,3
54388,8,0,2
54389,20,2,3
54390,19,1,2
54391,19,2,2
54392,8,0,3
54393,31,7,6
54394,31,5,4
54395,30,3,1
54396,33,6,4
54397,24,1,3
54398,19,1,2
54399,13,0,1
54400,11,0,3
54401,51,9,5
54402,38,6,4
54403,14,2,4
54404,10,0,4
54405,27,3,2
54406,29,4,4
54407,71,14,3
54408,15,2,4
54409,22,3,3
54410,43,6,5
54411,56,5,3
54412,45,6,5
54413,16,2,2
54414,30,3,3
54415,145,18,6
54416,34,3,4
54417,40,3,4
54418,17,0,2
54419,74,10,6
54420,42,5,4
54421,11,0,3
54422,30,1,1
54423,19,2,2
54424,53,6,5
54425,12,3,3
54426,18,1,1
54427,69,9,5
54428,11,1,3
54429,18,0,2
54430,39,4,0
54431,66,14,5
54432,18,0,2
54433,9,0,2
54434,26,1,0
54435,32,3,1
54436,26,3,3
54437,24,1,1
54438,26,1,2
54439,65,11,5
54440,57,7,4
54441,33,4,4
54442,45,7,2
54443,11,0,2
54444,25,4,5
54445,34,7,2
54446,45,6,2
54447,10,0,4
54448,41,5,2
54449,67,9,3
54450,29,3,3
54451,32,4,2
54452,19,1,1
54453,12,0,3
54454,43,6,8
54455,8,0,4
54456,14,2,2
54457,28,2,4
54458,22,0,1
54459,31,2,2
54460,17,1,4
54461,34,3,4
54462,64,7,5
54463,34,4,5
54464,19,2,4
54465,43,4,3
54466,45,5,6
54467,32,3,3
54468,24,2,1
54469,22,4,3
54470,25,2,4
54471,64,10,7
54472,18,1,3
54473,25,3,2
54474,122,16,4
54475,23,2,3
54476,34,3,1
54477,29,5,3
54478,24,3,3
54479,52,10,6
54480,16,1,2
54481,10,1,3
54482,21,2,2
54483,25,1,2
54484,9,0,2
54485,30,2,3
54486,87,14,7
54487,65,7,4
54488,46,5,5
54489,13,0,2
54490,34,6,4
54491,40,4,4
54492,41,6,5
54493,23,1,2
54494,57,5,3
54495,12,0,1
54496,69,9,6
54497,17,0,2
54498,34,3,1
54499,21,2,2
54500,26,1,1
54501,12,0,4
54502,27,2,4
54503,23,3,4
54504,23,3,2
54505,59,7,4
54506,12,0,4
54507,32,2,3
54508,29,4,3
54509,48,4,1
54510,26,1,1
54511,55,11,5
54512,54,7,4
54513,79,12,5
54514,19,2,2
54515,38,8,7
54516,77,14,6
54517,23,3,1
54518,20,1,1
54519,15,2,3
54520,25,2,1
54521,78,16,6
54522,41,4,1
54523,35,3,3
54524,19,2,4
54525,10,1,2
54526,23,1,2
54527,66,9,8
54528,16,1,2
54529,11,1,3
54530,11,0,3
54531,36,6,2
54532,50,9,5
54533,19,1,4
54534,15,1,3
54535,18,3,4
54536,27,3,6
54537,93,13,5
54538,39,7,4
54539,56,8,4
54540,18,1,2
54541,43,3,6
54542,41,3,2
54543,46,5,3
54544,60,7,5
54545,24,2,1
54546,31,3,2
54547,18,1,3
54548,26,2,3
54549,181,21,10
54550,68,6,2
54551,13,0,3
54552,11,1,3
54553,26,3,4
54554,63,7,2
54555,113,14,9
54556,44,2,1
54557,29,2,2
54558,35,3,3
54559,37,4,3
54560,16,0,2
54561,22,4,4
54562,16,3,3
54563,22,2,4
