,turns,player_position1,player_position2
1660,29,99,76
1661,30,82,99
1662,22,59,99
1663,25,99,72
1664,21,41,99
1665,13,99,25
1666,21,74,99
1667,16,43,99
1668,51,99,77
1669,37,74,99
1670,15,99,30
1671,10,99,57
1672,42,99,80
1673,21,99,65
1674,14,95,99
1675,11,99,33
1676,23,99,82
1677,34,83,99
1678,31,99,69
1679,19,99,99
1680,30,99,99
1681,12,23,99
1682,11,52,99
1683,23,28,99
1684,10,99,10
1685,54,99,32
1686,11,99,53
1687,28,24,99
1688,20,99,26
1689,34,99,36
1690,12,99,25
1691,36,99,38
1692,45,99,32
1693,19,59,99
1694,17,99,76
1695,33,83,99
1696,17,57,99
1697,31,90,99
1698,22,99,43
1699,32,18,99
1700,14,32,99
1701,22,99,14
1702,22,74,99
1703,21,44,99
1704,20,99,98
1705,38,99,58
1706,23,89,99
1707,15,18,99
1708,22,19,99
1709,32,85,99
1710,18,99,66
1711,12,99,30
1712,16,12,99
1713,15,99,16
1714,18,45,99
1715,14,99,26
1716,18,99,28
1717,19,26,99
1718,30,99,90
1719,29,32,99
1720,27,95,99
1721,47,99,91
1722,25,99,95
1723,20,99,81
1724,28,90,99
1725,27,99,42
1726,33,91,99
1727,35,99,67
1728,23,90,99
1729,21,43,99
1730,37,31,99
1731,19,24,99
1732,8,99,43
1733,29,74,99
1734,19,22,99
1735,9,99,17
1736,12,56,99
1737,26,99,19
1738,15,99,49
1739,35,68,99
1740,25,33,99
1741,21,89,99
1742,18,71,99
1743,30,99,99
1744,27,99,72
1745,26,99,60
1746,28,99,74
1747,41,74,99
1748,8,16,99
1749,10,38,99
1750,22,83,99
1751,38,78,99
1752,23,99,54
1753,35,52,99
1754,28,99,72
1755,42,57,99
1756,23,99,54
1757,19,62,99
1758,21,78,99
1759,51,89,99
1760,16,10,99
1761,17,85,99
1762,32,99,84
1763,19,99,81
1764,35,96,99
1765,24,99,87
1766,27,17,99
1767,23,89,99
1768,24,37,99
1769,12,31,99
1770,27,41,99
1771,20,29,99
1772,10,99,33
1773,23,99,58
1774,30,49,99
1775,21,99,93
1776,80,99,95
1777,27,18,99
1778,15,41,99
1779,41,99,33
1780,56,99,45
1781,23,64,99
1782,17,99,81
1783,30,99,88
1784,44,81,99
1785,32,83,99
1786,21,72,99
1787,33,68,99
1788,16,85,99
1789,24,99,99
1790,57,69,99
1791,8,34,99
1792,13,99,41
1793,24,99,10
1794,18,82,99
1795,26,78,99
1796,17,87,99
1797,31,99,74
1798,41,77,99
1799,21,78,99
1800,21,59,99
1801,13,99,80
1802,12,99,25
1803,32,37,99
1804,20,36,99
1805,11,44,99
1806,27,53,99
1807,12,99,19
1808,38,73,99
1809,18,99,38
1810,17,99,68
1811,18,45,99
1812,21,99,99
1813,26,36,99
1814,25,99,95
1815,18,99,58
1816,33,99,44
1817,12,99,83
1818,23,66,99
1819,24,62,99
1820,18,23,99
1821,38,62,99
1822,18,58,99
1823,23,69,99
1824,13,99,53
1825,19,69,99
1826,26,42,99
1827,41,83,99
1828,30,99,60
1829,20,99,26
1830,16,99,91
1831,29,99,85
1832,12,99,40
1833,60,99,6
1834,41,99,59
1835,22,99,28
1836,33,31,99
1837,22,99,33
1838,31,24,99
1839,26,44,99
1840,40,23,99
1841,15,6,99
1842,35,74,99
1843,20,30,99
1844,28,31,99
1845,22,58,99
1846,40,99,39
1847,12,62,99
1848,45,83,99
1849,32,51,99
1850,24,57,99
1851,25,99,36
1852,22,49,99
1853,20,44,99
1854,17,25,99
1855,29,99,81
1856,17,99,13
1857,22,10,99
1858,20,59,99
1859,9,99,41
1860,25,62,99
1861,10,99,43
1862,21,57,99
1863,18,99,54
1864,13,84,99
1865,60,99,74
1866,18,99,64
1867,30,95,99
1868,63,47,99
1869,31,99,69
1870,20,47,99
1871,19,99,54
1872,19,99,88
1873,13,26,99
1874,31,99,93
1875,18,99,31
1876,26,49,99
1877,20,99,75
1878,14,25,99
1879,13,99,49
1880,16,99,99
1881,27,62,99
1882,20,43,99
1883,16,99,95
1884,17,59,99
1885,17,99,36
1886,12,5,99
1887,11,90,99
1888,11,99,67
1889,15,23,99
1890,24,99,82
1891,15,93,99
1892,16,99,83
1893,19,99,66
1894,18,38,99
1895,26,99,34
1896,50,49,99
1897,12,47,99
1898,19,99,45
1899,58,99,80
1900,18,99,89
1901,9,99,36
1902,21,47,99
1903,43,99,83
1904,24,51,99
1905,19,99,43
1906,11,44,99
1907,23,99,41
1908,13,99,89
1909,43,74,99
1910,19,99,29
1911,15,99,72
1912,10,99,47
1913,27,26,99
1914,24,99,89
1915,12,24,99
1916,18,99,90
1917,25,99,98
1918,30,87,99
1919,29,99,83
1920,13,99,77
1921,21,29,99
1922,11,99,85
1923,20,44,99
1924,15,74,99
1925,52,66,99
1926,24,99,72
1927,21,43,99
1928,46,72,99
1929,16,99,99
1930,11,83,99
1931,15,78,99
1932,14,99,59
1933,26,76,99
1934,20,21,99
1935,17,93,99
1936,27,40,99
1937,36,59,99
1938,17,99,72
1939,32,99,16
1940,9,44,99
1941,21,99,33
1942,26,99,83
1943,15,99,40
1944,35,95,99
1945,23,68,99
1946,32,72,99
1947,25,99,85
1948,40,99,57
1949,12,43,99
1950,26,83,99
1951,12,99,64
1952,34,93,99
1953,26,72,99
1954,38,99,39
1955,40,99,33
1956,22,99,88
1957,21,99,88
1958,27,93,99
1959,41,43,99
1960,13,10,99
1961,22,37,99
1962,16,99,77
1963,20,99,41
1964,19,26,99
1965,20,39,99
1966,21,83,99
1967,11,91,99
1968,29,99,83
1969,24,23,99
1970,34,99,52
1971,63,74,99
1972,59,99,60
1973,22,38,99
1974,27,58,99
1975,20,43,99
1976,28,34,99
1977,35,83,99
1978,12,71,99
1979,18,71,99
1980,21,37,99
1981,14,32,99
1982,55,41,99
1983,24,18,99
1984,23,47,99
1985,29,99,29
1986,15,42,99
1987,39,75,99
1988,14,99,43
1989,24,99,31
1990,17,19,99
1991,34,58,99
1992,9,99,42
1993,19,99,17
1994,12,17,99
1995,12,99,84
1996,32,99,45
1997,11,99,5
1998,14,99,18
1999,19,83,99
2000,22,49,99
2001,14,99,99
2002,12,99,43
2003,15,16,99
2004,25,85,99
2005,14,39,99
2006,27,99,26
2007,19,99,89
2008,37,99,23
2009,19,56,99
2010,13,73,99
2011,15,99,51
2012,22,68,99
2013,21,99,83
2014,59,44,99
2015,36,99,41
2016,38,99,39
2017,17,99,42
2018,26,99,93
2019,20,99,56
2020,39,99,74
2021,11,99,22
2022,31,81,99
2023,18,99,88
2024,40,99,10
2025,15,71,99
2026,30,52,99
2027,43,62,99
2028,12,99,43
2029,30,99,25
2030,66,99,26
2031,17,99,45
2032,17,99,83
2033,14,10,99
2034,61,99,74
2035,7,11,99
2036,17,47,99
2037,18,99,59
2038,9,99,32
2039,55,99,34
2040,30,12,99
2041,47,99,39
2042,18,17,99
2043,24,43,99
2044,20,99,25
2045,24,99,99
2046,44,45,99
2047,84,99,37
2048,23,42,99
2049,21,43,99
2050,46,99,84
2051,18,99,99
2052,41,96,99
2053,29,99,99
2054,27,23,99
2055,22,95,99
2056,35,19,99
2057,22,99,90
2058,17,99,87
2059,23,90,99
2060,18,67,99
2061,26,99,26
2062,18,99,24
2063,31,32,99
2064,17,99,89
2065,79,99,90
2066,12,99,34
2067,21,43,99
2068,18,83,99
2069,24,99,72
2070,16,90,99
2071,18,23,99
2072,10,43,99
2073,24,41,99
2074,24,99,90
2075,16,71,99
2076,18,99,77
2077,15,30,99
2078,21,99,74
2079,38,99,21
2080,9,36,99
2081,21,62,99
2082,18,99,34
2083,22,72,99
2084,21,82,99
2085,13,99,43
2086,25,59,99
2087,18,99,22
2088,12,99,88
2089,23,99,23
2090,9,66,99
2091,14,99,40
2092,73,69,99
2093,22,33,99
2094,20,68,99
2095,23,99,36
2096,15,80,99
2097,14,99,29
2098,24,43,99
2099,12,99,30
2100,10,22,99
2101,11,99,19
2102,10,99,10
2103,21,40,99
2104,17,56,99
2105,33,59,99
2106,10,34,99
2107,42,99,99
2108,18,99,30
2109,12,45,99
2110,27,99,82
2111,47,99,58
2112,15,95,99
2113,19,66,99
2114,14,99,75
2115,12,67,99
2116,25,99,69
2117,18,62,99
2118,38,24,99
2119,26,16,99
2120,25,99,82
2121,27,99,66
2122,22,99,34
2123,21,99,87
2124,13,99,74
2125,21,31,99
2126,23,42,99
2127,9,99,38
2128,39,83,99
2129,17,99,75
2130,20,99,64
2131,24,99,53
2132,15,99,41
2133,15,58,99
2134,34,59,99
2135,24,33,99
2136,14,99,83
2137,30,99,88
2138,47,85,99
2139,44,84,99
2140,33,93,99
2141,19,99,40
2142,19,88,99
2143,15,38,99
2144,32,99,32
2145,13,38,99
2146,27,99,45
2147,16,99,38
2148,15,18,99
2149,18,45,99
2150,14,99,41
2151,22,99,74
2152,13,99,10
2153,30,21,99
2154,37,99,99
2155,38,93,99
2156,28,99,83
2157,18,76,99
2158,53,18,99
2159,46,99,42
2160,19,99,78
2161,23,99,81
2162,22,99,96
2163,31,99,76
2164,11,99,23
2165,24,99,25
2166,32,83,99
2167,14,52,99
2168,34,99,43
2169,17,99,90
2170,9,18,99
2171,33,62,99
2172,13,25,99
2173,13,99,32
2174,11,30,99
2175,25,29,99
2176,23,99,95
2177,13,99,52
2178,12,99,95
2179,38,99,90
2180,39,99,93
2181,31,31,99
2182,32,99,99
2183,25,88,99
2184,55,99,29
2185,21,99,28
2186,23,81,99
2187,39,65,99
2188,41,99,25
2189,27,76,99
2190,26,99,22
2191,7,99,19
2192,13,99,19
2193,45,99,49
2194,17,28,99
2195,11,68,99
2196,27,16,99
2197,28,10,99
2198,20,99,43
2199,40,90,99
2200,40,99,47
2201,29,74,99
2202,9,99,36
2203,14,84,99
2204,18,99,66
2205,25,80,99
2206,17,99,81
2207,22,42,99
2208,14,49,99
2209,20,66,99
2210,25,90,99
2211,9,99,45
2212,50,99,54
2213,28,65,99
2214,18,25,99
2215,45,99,23
2216,23,99,45
2217,22,51,99
2218,22,91,99
2219,22,83,99
2220,14,74,99
2221,16,99,29
2222,69,82,99
2223,11,99,14
2224,8,99,25
2225,18,99,76
2226,40,99,43
2227,15,99,83
2228,25,99,53
2229,15,99,95
2230,39,81,99
2231,14,13,99
2232,26,99,31
2233,31,69,99
2234,26,90,99
2235,11,89,99
2236,29,43,99
2237,30,69,99
2238,15,23,99
2239,21,99,14
2240,29,99,47
2241,11,99,52
2242,23,45,99
2243,34,99,66
2244,31,41,99
2245,27,99,33
2246,22,99,57
2247,57,99,83
2248,26,99,72
2249,14,99,83
2250,28,99,72
2251,56,72,99
2252,11,99,72
2253,24,29,99
2254,87,99,74
2255,55,72,99
2256,29,99,22
2257,23,99,12
2258,22,87,99
2259,34,99,14
2260,17,5,99
2261,34,88,99
2262,20,25,99
2263,22,51,99
2264,14,98,99
2265,43,34,99
2266,24,87,99
2267,29,23,99
2268,15,96,99
2269,18,96,99
2270,14,57,99
2271,33,56,99
2272,14,99,25
2273,15,22,99
2274,25,99,91
2275,15,99,19
2276,52,99,95
2277,21,99,73
2278,19,99,42
2279,21,72,99
2280,19,99,99
2281,36,99,83
2282,20,43,99
2283,11,99,22
2284,28,75,99
2285,21,99,85
2286,18,80,99
2287,16,99,28
2288,14,99,66
2289,29,99,81
2290,19,99,29
2291,25,80,99
2292,42,99,99
2293,19,99,30
2294,19,99,44
2295,20,99,34
2296,28,73,99
2297,9,99,83
2298,33,72,99
2299,35,40,99
2300,13,99,32
2301,19,99,72
2302,12,99,32
2303,26,99,78
2304,31,34,99
2305,12,99,26
2306,15,99,78
2307,28,26,99
2308,56,99,99
2309,10,34,99
2310,59,99,25
2311,14,11,99
2312,21,59,99
2313,25,85,99
2314,36,53,99
2315,24,99,37
2316,13,10,99
2317,9,49,99
2318,9,99,39
2319,30,69,99
2320,21,99,37
2321,15,99,78
2322,30,99,43
2323,21,89,99
2324,16,99,56
2325,20,99,72
2326,19,10,99
2327,21,65,99
2328,14,45,99
2329,31,99,96
2330,10,54,99
2331,15,99,65
2332,14,99,90
2333,13,99,62
2334,26,89,99
2335,35,99,26
2336,10,99,26
2337,20,99,23
2338,13,99,80
2339,28,99,57
2340,11,99,36
2341,21,99,78
2342,17,99,78
2343,24,99,78
2344,13,99,54
2345,17,99,29
2346,18,91,99
2347,14,99,47
2348,18,99,23
2349,28,99,83
2350,27,43,99
2351,24,99,83
2352,9,30,99
2353,42,99,76
2354,24,93,99
2355,9,99,54
2356,11,99,47
2357,29,99,80
2358,15,14,99
2359,38,74,99
2360,24,99,77
2361,26,89,99
2362,26,77,99
2363,20,99,25
2364,18,99,6
2365,36,24,99
2366,17,80,99
2367,13,99,84
2368,7,29,99
2369,14,99,90
2370,35,72,99
2371,43,77,99
2372,28,68,99
2373,16,78,99
2374,25,32,99
2375,29,43,99
2376,39,41,99
2377,19,99,31
2378,34,99,49
2379,12,99,51
2380,28,99,72
2381,21,99,30
2382,34,99,72
2383,15,85,99
2384,28,99,29
2385,28,99,99
2386,15,74,99
2387,12,99,31
2388,35,99,65
2389,11,99,99
2390,22,99,45
2391,20,99,90
2392,21,99,89
2393,26,67,99
2394,11,99,64
2395,22,99,44
2396,52,78,99
2397,25,99,78
2398,14,47,99
2399,54,99,10
2400,16,25,99
2401,35,33,99
2402,34,90,99
2403,25,44,99
2404,18,69,99
2405,29,25,99
2406,11,18,99
2407,38,99,34
2408,16,10,99
2409,32,99,84
2410,17,71,99
2411,19,99,18
2412,11,40,99
2413,14,10,99
2414,13,45,99
2415,14,99,41
2416,20,49,99
2417,15,99,59
2418,59,99,25
2419,17,33,99
2420,17,99,43
2421,16,99,57
2422,9,99,43
2423,34,99,5
2424,39,99,69
2425,21,18,99
2426,16,99,89
2427,51,99,52
2428,19,43,99
2429,44,24,99
2430,59,99,81
2431,17,99,25
2432,11,99,78
2433,37,99,18
2434,31,99,88
2435,10,99,47
2436,23,11,99
2437,29,99,88
2438,20,99,88
2439,32,99,52
2440,19,99,43
2441,9,99,52
2442,11,99,38
2443,12,99,43
2444,13,64,99
2445,10,99,30
2446,14,5,99
2447,30,99,9
2448,7,44,99
2449,45,25,99
2450,13,99,17
2451,14,99,33
2452,28,13,99
2453,13,29,99
2454,24,99,40
2455,21,99,93
2456,34,31,99
2457,12,49,99
2458,40,95,99
2459,29,99,74
2460,11,99,45
2461,23,99,31
2462,34,88,99
2463,27,99,59
2464,11,26,99
2465,10,99,41
2466,31,5,99
2467,25,99,78
2468,13,17,99
2469,22,96,99
2470,20,99,62
2471,15,99,45
2472,23,32,99
2473,13,99,49
2474,22,83,99
2475,35,99,47
2476,42,99,23
2477,19,99,84
2478,24,37,99
2479,29,18,99
2480,17,23,99
2481,11,99,22
2482,24,99,89
2483,29,31,99
2484,17,43,99
2485,17,62,99
2486,12,18,99
2487,26,99,25
2488,30,39,99
2489,13,83,99
2490,18,99,60
2491,30,99,33
2492,10,5,99
2493,26,11,99
2494,26,99,42
2495,11,99,12
2496,15,45,99
2497,14,32,99
2498,27,69,99
2499,11,99,47
2500,44,5,99
2501,22,99,59
2502,38,93,99
2503,16,99,28
2504,20,99,21
2505,23,87,99
2506,30,37,99
2507,24,45,99
2508,23,99,93
2509,12,72,99
2510,11,81,99
2511,15,54,99
2512,13,69,99
2513,8,99,26
2514,14,99,10
2515,14,99,90
2516,13,99,52
2517,19,32,99
2518,49,30,99
2519,19,76,99
2520,37,21,99
2521,28,99,34
2522,25,49,99
2523,29,81,99
2524,28,99,84
2525,25,77,99
2526,19,99,62
2527,15,99,11
2528,24,54,99
2529,14,77,99
2530,14,33,99
2531,20,52,99
2532,15,99,32
2533,37,99,36
2534,30,99,78
2535,25,99,74
2536,29,99,54
2537,25,99,88
2538,11,99,83
2539,36,99,75
2540,16,99,14
2541,17,99,38
2542,9,53,99
2543,15,33,99
2544,22,44,99
2545,26,99,42
2546,25,99,58
2547,8,99,12
2548,18,99,30
2549,20,99,83
2550,29,44,99
2551,16,99,38
2552,20,99,96
2553,22,87,99
2554,21,77,99
2555,60,37,99
2556,12,99,54
2557,35,99,29
2558,23,99,47
2559,47,96,99
2560,59,99,19
2561,14,73,99
2562,28,49,99
2563,14,32,99
2564,14,99,71
2565,20,99,47
2566,12,36,99
2567,32,99,77
2568,16,99,45
2569,49,45,99
2570,18,99,42
2571,40,99,52
2572,33,99,25
2573,21,54,99
2574,21,89,99
2575,17,99,81
2576,16,99,87
2577,23,83,99
2578,20,99,75
2579,9,88,99
2580,8,99,34
2581,28,99,37
2582,15,5,99
2583,16,87,99
2584,39,66,99
2585,9,99,41
2586,10,72,99
2587,30,56,99
2588,14,51,99
2589,13,99,10
2590,26,99,28
2591,14,99,14
2592,27,99,67
2593,25,99,23
2594,19,67,99
2595,21,99,52
2596,44,99,53
2597,8,95,99
2598,13,68,99
2599,18,74,99
2600,13,30,99
2601,20,99,43
2602,43,45,99
2603,8,11,99
2604,17,99,90
2605,20,99,47
2606,20,99,49
2607,34,23,99
2608,31,72,99
2609,14,99,69
2610,41,99,99
2611,15,73,99
2612,22,99,80
2613,41,99,95
2614,24,99,84
2615,17,99,52
2616,9,99,72
2617,23,71,99
2618,20,72,99
2619,14,99,31
2620,30,29,99
2621,24,99,53
2622,14,43,99
2623,33,99,69
2624,24,10,99
2625,27,99,38
2626,26,34,99
2627,40,47,99
2628,49,83,99
2629,15,99,47
2630,25,62,99
2631,20,26,99
2632,9,58,99
2633,9,99,51
2634,42,99,10
2635,30,96,99
2636,19,84,99
2637,35,74,99
2638,9,16,99
2639,14,99,58
2640,16,93,99
2641,12,89,99
2642,28,99,82
2643,22,83,99
2644,42,65,99
2645,19,10,99
2646,17,53,99
2647,31,88,99
2648,10,99,42
2649,24,77,99
2650,18,99,34
2651,16,90,99
2652,16,14,99
2653,31,99,75
2654,9,99,72
2655,21,10,99
2656,21,99,87
2657,16,99,25
2658,16,85,99
2659,12,99,71
2660,23,49,99
2661,52,85,99
2662,28,78,99
2663,19,25,99
2664,25,99,85
2665,14,23,99
2666,27,99,95
2667,26,99,99
2668,29,87,99
2669,34,73,99
2670,20,99,58
2671,26,90,99
2672,13,99,73
2673,60,52,99
2674,21,39,99
2675,18,44,99
2676,28,22,99
2677,23,30,99
2678,21,99,52
2679,43,21,99
2680,12,29,99
2681,33,99,30
2682,11,10,99
2683,36,82,99
2684,11,99,29
2685,28,99,77
2686,39,99,41
2687,14,99,5
2688,18,99,41
2689,12,99,84
2690,26,99,67
2691,19,89,99
2692,28,26,99
2693,25,99,28
2694,34,43,99
2695,24,99,18
2696,11,21,99
2697,27,74,99
2698,44,87,99
2699,31,99,95
2700,55,99,87
2701,27,57,99
2702,31,99,37
2703,33,99,33
2704,39,99,82
2705,8,99,99
2706,8,99,22
2707,21,99,74
2708,58,99,78
2709,10,99,54
2710,46,7,99
2711,37,99,36
2712,24,99,49
2713,16,90,99
2714,23,99,90
2715,22,99,5
2716,26,99,74
2717,17,99,82
2718,78,99,23
2719,53,83,99
2720,28,11,99
2721,12,40,99
2722,21,74,99
2723,23,11,99
2724,11,99,42
2725,24,99,99
2726,16,99,32
2727,16,99,45
2728,12,80,99
2729,7,99,96
2730,19,99,71
2731,30,82,99
2732,15,99,74
2733,15,74,99
2734,12,99,30
2735,20,25,99
2736,12,45,99
2737,15,38,99
2738,14,98,99
2739,40,28,99
2740,33,57,99
2741,14,72,99
2742,36,22,99
2743,15,47,99
2744,20,56,99
2745,11,99,36
2746,17,99,96
2747,14,34,99
2748,60,99,83
2749,32,99,83
2750,22,99,56
2751,23,65,99
2752,15,54,99
2753,10,89,99
2754,15,99,77
2755,44,99,91
2756,32,41,99
2757,20,99,87
2758,21,77,99
2759,23,99,80
2760,11,99,19
2761,19,99,45
2762,12,99,83
2763,25,39,99
2764,25,99,82
2765,22,83,99
2766,23,99,74
2767,30,80,99
2768,47,99,41
2769,22,14,99
2770,11,99,66
2771,24,33,99
2772,18,99,42
2773,15,38,99
2774,12,84,99
2775,15,99,45
2776,26,95,99
2777,21,99,52
2778,25,99,77
2779,26,99,76
2780,10,12,99
2781,31,99,54
2782,22,90,99
2783,38,54,99
2784,11,47,99
2785,14,99,47
2786,22,52,99
2787,29,99,85
2788,12,99,47
2789,12,89,99
2790,25,99,81
2791,15,36,99
2792,25,99,47
2793,41,31,99
2794,28,99,18
2795,25,87,99
2796,17,32,99
2797,15,99,23
2798,30,45,99
2799,31,72,99
2800,21,99,99
2801,15,89,99
2802,14,73,99
2803,41,99,41
2804,23,45,99
2805,30,99,47
2806,40,37,99
2807,12,99,43
2808,17,30,99
2809,12,99,29
2810,14,99,98
2811,27,17,99
2812,19,44,99
2813,35,99,29
2814,10,57,99
2815,18,29,99
2816,17,99,10
2817,39,82,99
2818,13,43,99
2819,42,87,99
2820,16,73,99
2821,34,76,99
2822,19,73,99
2823,9,53,99
2824,24,99,59
2825,10,54,99
2826,9,99,74
2827,14,99,41
2828,9,99,37
2829,18,99,43
2830,14,44,99
2831,26,99,99
2832,48,99,73
2833,10,99,16
2834,21,99,75
2835,12,80,99
2836,16,99,25
2837,13,99,45
2838,12,99,74
2839,10,56,99
2840,16,99,66
2841,11,99,19
2842,38,37,99
2843,29,17,99
2844,49,99,68
2845,15,81,99
2846,11,41,99
2847,16,81,99
2848,10,56,99
2849,37,81,99
2850,13,28,99
2851,13,99,23
2852,28,99,49
2853,21,98,99
2854,10,99,26
2855,53,99,74
2856,16,45,99
2857,39,99,84
2858,28,99,74
2859,12,99,26
2860,26,99,67
2861,43,72,99
2862,28,38,99
2863,16,9,99
2864,15,99,98
2865,18,99,43
2866,19,51,99
2867,20,99,21
2868,17,99,32
2869,22,31,99
2870,39,99,88
2871,12,26,99
2872,23,84,99
2873,12,38,99
2874,8,99,31
2875,18,99,60
2876,33,25,99
2877,31,19,99
2878,13,99,10
2879,15,99,52
2880,22,99,29
2881,25,78,99
2882,16,25,99
2883,15,99,25
2884,19,99,84
2885,17,83,99
2886,11,99,74
2887,18,99,59
2888,21,18,99
2889,26,99,90
2890,15,99,62
2891,17,57,99
2892,30,99,88
2893,12,83,99
2894,83,77,99
2895,12,99,47
2896,49,99,74
2897,42,76,99
2898,17,99,59
2899,10,72,99
2900,23,78,99
2901,25,99,99
2902,9,99,26
2903,34,99,80
2904,32,59,99
2905,25,31,99
2906,18,99,93
2907,17,99,72
2908,18,14,99
2909,17,99,57
2910,28,99,44
2911,10,99,23
2912,16,47,99
2913,23,88,99
2914,12,99,30
2915,25,31,99
2916,28,54,99
2917,12,45,99
2918,14,99,34
2919,18,99,83
2920,23,99,17
2921,26,99,99
2922,25,99,64
2923,11,34,99
2924,12,40,99
2925,13,99,99
2926,26,47,99
2927,34,99,25
2928,12,99,41
2929,55,99,84
2930,23,78,99
2931,18,52,99
2932,30,99,82
2933,32,99,56
2934,14,99,43
2935,31,89,99
2936,11,99,66
2937,21,99,10
2938,30,99,78
2939,37,23,99
2940,18,99,25
2941,20,99,52
2942,17,99,25
2943,18,69,99
2944,39,99,85
2945,24,83,99
2946,22,62,99
2947,25,99,29
2948,18,77,99
2949,31,23,99
2950,35,99,74
2951,17,99,25
2952,20,74,99
2953,21,99,85
2954,35,23,99
2955,20,99,67
2956,26,99,22
2957,17,39,99
2958,48,99,82
2959,21,99,57
2960,15,5,99
2961,12,52,99
2962,43,90,99
2963,50,99,60
2964,18,99,25
2965,35,99,11
2966,9,24,99
2967,28,37,99
2968,21,34,99
2969,23,99,33
2970,20,84,99
2971,18,99,54
2972,24,99,67
2973,18,99,82
2974,8,72,99
2975,19,99,84
2976,51,99,22
2977,13,76,99
2978,31,21,99
2979,16,28,99
2980,15,99,59
2981,16,99,67
2982,18,73,99
2983,17,99,25
2984,43,36,99
2985,36,99,30
2986,14,18,99
2987,13,99,43
2988,13,99,99
2989,12,59,99
2990,43,99,38
2991,12,66,99
2992,15,51,99
2993,34,16,99
2994,17,99,52
2995,46,77,99
2996,24,99,96
2997,31,51,99
2998,20,16,99
2999,24,99,67
3000,57,17,99
3001,19,99,87
3002,45,89,99
3003,13,99,38
3004,39,60,99
3005,48,42,99
3006,10,42,99
3007,11,88,99
3008,17,99,99
3009,24,68,99
3010,27,33,99
3011,39,99,72
3012,16,84,99
3013,15,99,89
3014,26,99,32
3015,27,99,23
3016,18,82,99
3017,20,99,37
3018,20,83,99
3019,55,98,99
3020,25,99,23
3021,19,74,99
3022,19,99,25
3023,30,24,99
3024,8,47,99
3025,24,99,13
3026,10,99,25
3027,25,91,99
3028,17,99,37
3029,15,99,51
3030,23,99,31
3031,21,82,99
3032,19,49,99
3033,34,74,99
3034,30,99,91
3035,15,99,40
3036,41,10,99
3037,33,99,57
3038,9,21,99
3039,12,52,99
3040,36,99,84
3041,13,49,99
3042,16,99,49
3043,30,99,19
3044,23,38,99
3045,29,5,99
3046,9,99,29
3047,18,99,89
3048,12,99,91
3049,39,99,69
3050,20,95,99
3051,17,99,38
3052,27,99,88
3053,23,64,99
3054,29,32,99
3055,21,99,72
3056,14,99,17
3057,23,99,87
3058,16,81,99
3059,15,99,40
3060,12,99,74
3061,17,99,37
3062,14,99,83
3063,9,99,99
3064,24,99,73
3065,15,54,99
3066,18,99,18
3067,37,41,99
3068,19,99,74
3069,32,99,25
3070,37,99,47
3071,35,99,89
3072,12,99,23
3073,15,17,99
3074,9,99,24
3075,36,99,11
3076,21,66,99
3077,27,99,14
3078,12,91,99
3079,54,77,99
3080,18,99,89
3081,18,99,43
3082,9,99,29
3083,42,73,99
3084,44,56,99
3085,14,31,99
3086,17,36,99
3087,30,25,99
3088,24,99,19
3089,52,81,99
3090,8,53,99
3091,18,78,99
3092,27,99,47
3093,34,99,36
3094,20,58,99
3095,25,88,99
3096,24,76,99
3097,10,99,39
3098,20,76,99
3099,22,99,74
3100,25,99,40
3101,19,93,99
3102,10,77,99
3103,42,99,66
3104,16,99,59
3105,12,99,52
3106,34,99,93
3107,40,87,99
3108,25,91,99
3109,14,37,99
3110,10,93,99
3111,28,99,26
3112,10,12,99
3113,30,51,99
3114,22,99,84
3115,18,78,99
3116,30,99,60
3117,22,99,14
3118,39,99,82
3119,9,99,34
3120,57,99,24
3121,17,32,99
3122,60,99,52
3123,19,99,33
3124,23,83,99
3125,22,58,99
3126,15,66,99
3127,17,99,83
3128,12,99,30
3129,20,99,26
3130,17,99,44
3131,9,52,99
3132,22,80,99
3133,23,99,77
3134,53,18,99
3135,14,77,99
3136,19,99,10
3137,28,96,99
3138,10,99,72
3139,40,99,96
3140,23,51,99
3141,33,99,52
3142,62,77,99
3143,13,14,99
3144,11,99,34
3145,13,28,99
3146,41,11,99
3147,12,99,90
3148,12,99,14
3149,13,73,99
3150,24,99,87
3151,13,30,99
3152,33,99,43
3153,33,38,99
3154,25,72,99
3155,33,72,99
3156,49,99,40
3157,27,66,99
3158,36,99,38
3159,20,88,99
3160,23,99,47
3161,20,81,99
3162,22,25,99
3163,20,25,99
3164,34,99,62
3165,14,99,91
3166,36,99,99
3167,37,43,99
3168,33,84,99
3169,17,76,99
3170,13,99,40
3171,13,66,99
3172,15,99,18
3173,13,99,30
3174,30,99,12
3175,10,99,12
3176,12,84,99
3177,8,11,99
3178,16,36,99
3179,50,99,90
3180,17,26,99
3181,22,99,59
3182,24,81,99
3183,26,74,99
3184,29,99,90
3185,15,99,26
3186,27,54,99
3187,28,99,47
3188,11,99,25
3189,13,11,99
3190,22,77,99
3191,11,47,99
3192,13,52,99
3193,37,99,68
3194,14,99,57
3195,9,99,91
3196,26,99,26
3197,40,99,78
3198,28,99,88
3199,18,99,60
3200,27,99,99
3201,20,75,99
3202,14,99,22
3203,17,99,23
3204,22,99,39
3205,36,99,34
3206,28,57,99
3207,36,99,41
3208,24,99,18
3209,42,75,99
3210,18,42,99
3211,12,99,10
3212,11,96,99
3213,63,32,99
