,turns,player_position1,player_position2
3214,31,99,98
3215,26,99,34
3216,10,98,99
3217,21,99,93
3218,23,54,99
3219,32,44,99
3220,30,76,99
3221,46,99,93
3222,34,80,99
3223,14,99,72
3224,25,99,93
3225,25,99,83
3226,35,72,99
3227,34,33,99
3228,17,16,99
3229,14,29,99
3230,12,18,99
3231,25,99,34
3232,21,99,59
3233,11,99,49
3234,33,99,58
3235,12,77,99
3236,55,76,99
3237,22,90,99
3238,23,39,99
3239,25,99,43
3240,57,99,41
3241,44,99,41
3242,45,19,99
3243,27,99,47
3244,23,99,73
3245,24,99,31
3246,24,85,99
3247,24,84,99
3248,24,99,59
3249,14,45,99
3250,13,99,80
3251,14,99,66
3252,63,73,99
3253,29,99,87
3254,19,32,99
3255,31,99,87
3256,17,29,99
3257,13,41,99
3258,11,82,99
3259,30,77,99
3260,18,23,99
3261,10,43,99
3262,22,56,99
3263,18,99,74
3264,24,99,31
3265,14,99,29
3266,11,43,99
3267,21,99,43
3268,13,44,99
3269,12,99,71
3270,12,65,99
3271,26,49,99
3272,11,78,99
3273,25,99,93
3274,77,44,99
3275,13,99,85
3276,43,99,77
3277,29,98,99
3278,39,99,78
3279,17,99,83
3280,31,99,82
3281,48,99,37
3282,31,89,99
3283,9,99,5
3284,10,99,43
3285,15,99,34
3286,33,99,60
3287,59,99,83
3288,54,53,99
3289,33,99,83
3290,15,43,99
3291,19,99,96
3292,27,68,99
3293,15,99,13
3294,18,99,49
3295,38,99,56
3296,19,52,99
3297,21,99,72
3298,24,83,99
3299,18,87,99
3300,25,99,40
3301,15,99,85
3302,9,99,85
3303,25,99,58
3304,17,99,18
3305,11,32,99
3306,29,99,32
3307,14,32,99
3308,23,99,10
3309,54,29,99
3310,41,99,69
3311,12,99,10
3312,46,99,67
3313,44,99,89
3314,25,72,99
3315,26,99,29
3316,31,99,80
3317,44,52,99
3318,29,89,99
3319,15,99,59
3320,10,45,99
3321,35,99,40
3322,14,19,99
3323,12,99,85
3324,38,99,52
3325,52,39,99
3326,24,99,99
3327,10,43,99
3328,18,74,99
3329,13,99,96
3330,24,99,93
3331,40,99,56
3332,27,99,52
3333,15,99,69
3334,22,99,99
3335,23,41,99
3336,22,99,90
3337,26,99,43
3338,18,87,99
3339,21,23,99
3340,15,99,42
3341,18,99,14
3342,10,99,31
3343,45,89,99
3344,16,16,99
3345,29,99,91
3346,33,99,40
3347,31,91,99
3348,9,87,99
3349,28,99,5
3350,28,52,99
3351,21,99,59
3352,52,87,99
3353,26,99,90
3354,33,90,99
3355,16,23,99
3356,9,99,32
3357,21,99,41
3358,12,41,99
3359,20,99,34
3360,31,99,43
3361,27,99,60
3362,8,22,99
3363,44,99,78
3364,33,30,99
3365,35,77,99
3366,22,99,72
3367,17,99,32
3368,22,99,88
3369,58,99,82
3370,14,99,14
3371,56,99,96
3372,38,99,52
3373,42,21,99
3374,27,26,99
3375,28,82,99
3376,11,99,38
3377,26,99,77
3378,20,99,99
3379,30,74,99
3380,14,99,49
3381,14,99,52
3382,19,99,13
3383,11,99,99
3384,10,99,41
3385,20,77,99
3386,13,22,99
3387,20,96,99
3388,19,91,99
3389,23,52,99
3390,41,99,88
3391,17,99,36
3392,15,99,44
3393,18,99,43
3394,29,99,78
3395,72,99,87
3396,12,31,99
3397,22,51,99
3398,19,99,83
3399,13,52,99
3400,7,43,99
3401,13,11,99
3402,19,41,99
3403,11,72,99
3404,15,99,47
3405,9,99,49
3406,16,93,99
3407,14,10,99
3408,16,26,99
3409,27,99,28
3410,12,99,75
3411,11,45,99
3412,26,52,99
3413,12,45,99
3414,16,30,99
3415,23,77,99
3416,15,99,89
3417,34,99,59
3418,13,99,43
3419,22,65,99
3420,34,99,81
3421,68,31,99
3422,33,78,99
3423,25,38,99
3424,28,99,25
3425,31,85,99
3426,18,99,12
3427,40,99,51
3428,11,77,99
3429,45,99,65
3430,23,99,73
3431,8,99,17
3432,11,99,25
3433,23,99,52
3434,17,99,76
3435,26,99,62
3436,9,99,12
3437,25,99,83
3438,45,99,91
3439,19,99,31
3440,20,42,99
3441,29,99,99
3442,33,99,93
3443,10,99,31
3444,37,72,99
3445,21,56,99
3446,29,99,52
3447,18,99,34
3448,34,44,99
3449,17,44,99
3450,16,74,99
3451,10,99,88
3452,22,99,88
3453,9,99,41
3454,15,47,99
3455,12,99,58
3456,26,29,99
3457,45,99,25
3458,28,99,66
3459,52,99,59
3460,41,88,99
3461,16,41,99
3462,24,37,99
3463,24,99,21
3464,21,5,99
3465,15,65,99
3466,7,99,47
3467,24,99,74
3468,9,25,99
3469,7,99,65
3470,31,99,25
3471,17,99,93
3472,19,99,53
3473,10,99,18
3474,23,99,83
3475,23,74,99
3476,8,99,34
3477,10,34,99
3478,21,13,99
3479,13,75,99
3480,13,99,16
3481,19,99,99
3482,11,34,99
3483,28,99,31
3484,39,45,99
3485,26,84,99
3486,18,99,34
3487,37,82,99
3488,10,99,57
3489,43,99,76
3490,34,99,32
3491,21,99,29
3492,36,99,41
3493,28,99,82
3494,13,99,45
3495,26,99,90
3496,16,99,84
3497,28,99,25
3498,23,99,19
3499,33,62,99
3500,13,80,99
3501,9,99,11
3502,13,99,78
3503,27,99,81
3504,40,77,99
3505,17,99,32
3506,26,99,43
3507,21,99,87
3508,47,99,87
3509,17,99,83
3510,27,31,99
3511,11,72,99
3512,11,99,71
3513,42,99,78
3514,35,91,99
3515,38,99,23
3516,47,25,99
3517,16,99,60
3518,40,29,99
3519,30,99,56
3520,41,99,51
3521,11,33,99
3522,7,93,99
3523,29,66,99
3524,37,95,99
3525,26,84,99
3526,15,99,44
3527,18,6,99
3528,22,99,85
3529,25,99,47
3530,25,99,49
3531,50,47,99
3532,14,80,99
3533,30,34,99
3534,10,40,99
3535,13,99,33
3536,32,99,99
3537,18,99,24
3538,12,99,74
3539,21,99,58
3540,15,31,99
3541,21,99,90
3542,9,99,10
3543,11,47,99
3544,27,75,99
3545,35,93,99
3546,20,36,99
3547,13,99,60
3548,31,89,99
3549,22,99,58
3550,25,74,99
3551,63,99,67
3552,27,78,99
3553,9,60,99
3554,31,99,32
3555,36,99,42
3556,17,99,23
3557,29,10,99
3558,12,95,99
3559,47,53,99
3560,14,10,99
3561,33,56,99
3562,69,99,90
3563,13,99,45
3564,20,59,99
3565,14,26,99
3566,17,99,98
3567,37,52,99
3568,11,99,89
3569,30,23,99
3570,14,99,64
3571,17,37,99
3572,23,37,99
3573,16,43,99
3574,37,99,83
3575,18,99,45
3576,28,99,57
3577,15,65,99
3578,30,41,99
3579,30,89,99
3580,49,99,76
3581,16,23,99
3582,78,34,99
3583,17,99,72
3584,22,99,66
3585,33,91,99
3586,16,36,99
3587,28,99,90
3588,35,99,71
3589,24,99,26
3590,26,99,31
3591,14,99,80
3592,20,99,53
3593,32,99,62
3594,19,99,14
3595,33,54,99
3596,18,69,99
3597,11,88,99
3598,17,29,99
3599,42,99,59
3600,18,99,72
3601,26,99,99
3602,19,99,77
3603,23,99,95
3604,27,98,99
3605,13,67,99
3606,10,42,99
3607,20,80,99
3608,29,99,57
3609,24,90,99
3610,30,99,39
3611,42,99,23
3612,11,39,99
3613,72,99,58
3614,21,99,10
3615,47,89,99
3616,29,90,99
3617,35,99,23
3618,20,69,99
3619,15,99,37
3620,25,99,25
3621,20,34,99
3622,23,78,99
3623,23,99,30
3624,23,99,77
3625,30,99,32
3626,13,99,45
3627,18,99,33
3628,33,99,56
3629,16,68,99
3630,19,99,57
3631,19,74,99
3632,16,72,99
3633,36,23,99
3634,9,76,99
3635,13,99,43
3636,10,45,99
3637,18,33,99
3638,10,31,99
3639,9,88,99
3640,19,99,82
3641,27,80,99
3642,27,99,23
3643,49,99,25
3644,32,99,25
3645,34,11,99
3646,31,99,41
3647,13,99,41
3648,9,5,99
3649,12,99,5
3650,18,80,99
3651,22,99,5
3652,43,45,99
3653,15,25,99
3654,29,99,10
3655,16,99,52
3656,23,99,71
3657,14,99,54
3658,11,10,99
3659,21,99,81
3660,14,60,99
3661,38,99,5
3662,39,99,77
3663,22,99,90
3664,18,31,99
3665,36,99,10
3666,16,99,36
3667,22,23,99
3668,9,99,49
3669,16,74,99
3670,39,99,28
3671,19,28,99
3672,19,99,25
3673,48,99,74
3674,22,76,99
3675,26,62,99
3676,27,99,66
3677,21,65,99
3678,8,99,23
3679,19,80,99
3680,18,99,69
3681,18,99,45
3682,18,68,99
3683,11,44,99
3684,14,99,10
3685,27,99,83
3686,19,99,85
3687,9,36,99
3688,25,65,99
3689,18,99,42
3690,37,99,45
3691,25,43,99
3692,16,99,90
3693,18,42,99
3694,23,99,90
3695,44,99,95
3696,39,34,99
3697,22,89,99
3698,16,99,57
3699,26,41,99
3700,15,99,43
3701,10,99,57
3702,21,99,87
3703,56,99,44
3704,14,51,99
3705,19,23,99
3706,27,90,99
3707,10,24,99
3708,8,44,99
3709,44,49,99
3710,35,99,28
3711,23,99,14
3712,31,99,77
3713,13,47,99
3714,22,99,23
3715,13,47,99
3716,30,99,39
3717,12,99,10
3718,44,99,34
3719,20,99,16
3720,122,99,74
3721,35,66,99
3722,29,99,25
3723,20,68,99
3724,14,99,90
3725,16,38,99
3726,17,99,44
3727,22,99,82
3728,15,99,43
3729,16,99,99
3730,15,99,16
3731,27,99,5
3732,14,54,99
3733,13,34,99
3734,19,99,72
3735,22,57,99
3736,10,99,37
3737,36,99,43
3738,28,82,99
3739,32,99,67
3740,22,99,21
3741,18,99,36
3742,15,18,99
3743,25,84,99
3744,20,99,96
3745,15,99,18
3746,30,99,74
3747,12,74,99
3748,36,99,5
3749,25,47,99
3750,29,28,99
3751,22,99,18
3752,23,99,96
3753,16,36,99
3754,15,99,40
3755,24,99,95
3756,12,99,77
3757,37,99,62
3758,25,91,99
3759,14,93,99
3760,21,99,44
3761,27,43,99
3762,11,34,99
3763,10,29,99
3764,13,99,43
3765,16,11,99
3766,33,99,23
3767,38,25,99
3768,22,38,99
3769,19,49,99
3770,17,89,99
3771,23,90,99
3772,18,72,99
3773,27,43,99
3774,18,99,59
3775,22,23,99
3776,31,43,99
3777,11,99,59
3778,33,99,99
3779,26,49,99
3780,18,99,18
3781,11,28,99
3782,39,77,99
3783,11,99,26
3784,19,87,99
3785,23,99,18
3786,20,99,31
3787,11,99,90
3788,22,45,99
3789,12,99,96
3790,29,99,45
3791,21,99,69
3792,17,99,62
3793,16,59,99
3794,25,99,91
3795,11,30,99
3796,20,33,99
3797,21,99,89
3798,25,99,93
3799,28,26,99
3800,18,99,57
3801,35,99,54
3802,19,36,99
3803,28,99,34
3804,34,99,23
3805,25,90,99
3806,13,99,10
3807,18,83,99
3808,30,64,99
3809,27,99,59
3810,33,99,28
3811,11,39,99
3812,32,99,84
3813,13,87,99
3814,34,99,56
3815,54,90,99
3816,29,99,74
3817,10,96,99
3818,17,72,99
3819,26,99,37
3820,55,99,42
3821,38,72,99
3822,21,99,49
3823,23,99,30
3824,41,78,99
3825,31,99,82
3826,10,36,99
3827,13,99,40
3828,32,77,99
3829,20,99,76
3830,16,99,69
3831,58,29,99
3832,9,99,78
3833,12,99,87
3834,28,47,99
3835,19,99,43
3836,38,99,38
3837,11,59,99
3838,23,22,99
3839,32,99,43
3840,21,36,99
3841,18,99,88
3842,57,34,99
3843,22,99,77
3844,15,23,99
3845,20,66,99
3846,33,99,65
3847,12,99,44
3848,24,84,99
3849,37,99,74
3850,14,99,78
3851,11,43,99
3852,37,99,85
3853,41,71,99
3854,15,66,99
3855,16,99,59
3856,21,82,99
3857,23,99,23
3858,17,66,99
3859,20,99,57
3860,14,47,99
3861,9,99,78
3862,17,99,59
3863,15,99,42
3864,11,99,11
3865,28,66,99
3866,22,99,29
3867,9,99,43
3868,11,99,90
3869,22,32,99
3870,27,66,99
3871,16,99,90
3872,14,57,99
3873,42,57,99
3874,41,90,99
3875,16,99,75
3876,39,82,99
3877,7,34,99
3878,17,73,99
3879,24,44,99
3880,11,99,88
3881,10,99,9
3882,54,99,83
3883,8,54,99
3884,10,34,99
3885,49,23,99
3886,21,30,99
3887,14,24,99
3888,19,29,99
3889,16,90,99
3890,45,99,37
3891,15,99,99
3892,43,99,78
3893,14,51,99
3894,41,25,99
3895,18,99,19
3896,16,40,99
3897,20,83,99
3898,10,99,53
3899,17,99,30
3900,11,99,45
3901,67,99,23
3902,15,43,99
3903,35,99,26
3904,30,99,43
3905,15,80,99
3906,30,99,82
3907,21,40,99
3908,51,84,99
3909,24,56,99
3910,13,10,99
3911,23,75,99
3912,19,99,77
3913,22,99,25
3914,9,43,99
3915,26,99,88
3916,13,99,91
3917,27,99,23
3918,28,99,67
3919,39,99,62
3920,15,99,54
3921,45,76,99
3922,25,91,99
3923,33,22,99
3924,10,99,29
3925,10,99,76
3926,80,99,85
3927,25,83,99
3928,23,99,10
3929,22,99,84
3930,12,99,13
3931,18,99,73
3932,9,45,99
3933,21,37,99
3934,50,99,30
3935,105,28,99
3936,20,60,99
3937,32,23,99
3938,13,99,81
3939,30,99,89
3940,26,99,42
3941,38,58,99
3942,24,99,93
3943,18,99,90
3944,62,85,99
3945,25,99,59
3946,39,99,57
3947,33,49,99
3948,24,90,99
3949,12,99,88
3950,27,99,58
3951,15,59,99
3952,40,84,99
3953,49,38,99
3954,11,99,95
3955,18,99,83
3956,34,99,76
3957,18,43,99
3958,21,72,99
3959,12,99,57
3960,32,32,99
3961,22,76,99
3962,28,99,84
3963,9,99,53
3964,71,26,99
3965,18,41,99
3966,29,32,99
3967,31,87,99
3968,17,99,51
3969,9,99,42
3970,16,80,99
3971,11,99,5
3972,38,99,83
3973,16,77,99
3974,20,99,67
3975,10,99,10
3976,40,99,49
3977,63,99,72
3978,16,43,99
3979,17,77,99
3980,26,99,95
3981,17,99,89
3982,20,47,99
3983,37,10,99
3984,30,96,99
3985,25,99,80
3986,8,44,99
3987,22,99,24
3988,48,99,45
3989,35,72,99
3990,8,99,33
3991,16,99,43
3992,21,99,34
3993,44,99,21
3994,30,99,84
3995,25,87,99
3996,42,90,99
3997,35,99,34
3998,46,28,99
3999,17,59,99
4000,35,41,99
4001,24,18,99
4002,24,99,91
4003,15,62,99
4004,26,30,99
4005,14,99,31
4006,22,99,39
4007,38,72,99
4008,45,81,99
4009,13,10,99
4010,9,60,99
4011,15,91,99
4012,55,99,6
4013,31,99,10
4014,12,99,68
4015,70,68,99
4016,24,99,34
4017,11,36,99
4018,20,57,99
4019,10,28,99
4020,15,88,99
4021,40,99,69
4022,22,88,99
4023,30,78,99
4024,29,99,10
4025,11,91,99
4026,9,29,99
4027,13,57,99
4028,22,99,83
4029,11,99,90
4030,14,80,99
4031,47,91,99
4032,11,56,99
4033,28,99,81
4034,13,99,99
4035,18,89,99
4036,37,99,57
4037,30,72,99
4038,13,72,99
4039,36,99,59
4040,45,28,99
4041,22,99,62
4042,12,25,99
4043,15,99,42
4044,15,99,25
4045,19,99,45
4046,28,99,23
4047,18,17,99
4048,17,75,99
4049,27,99,28
4050,16,99,66
4051,25,99,78
4052,8,62,99
4053,11,34,99
4054,15,99,69
4055,16,33,99
4056,26,89,99
4057,61,90,99
4058,38,99,99
4059,12,99,73
4060,8,99,83
4061,16,99,72
4062,39,99,49
4063,24,99,95
4064,15,99,37
4065,16,74,99
4066,39,99,59
4067,20,89,99
4068,25,24,99
4069,14,99,29
4070,39,72,99
4071,27,44,99
4072,15,57,99
4073,23,60,99
4074,12,99,22
4075,12,44,99
4076,20,36,99
4077,23,32,99
4078,12,62,99
4079,31,99,45
4080,20,65,99
4081,10,99,25
4082,30,74,99
4083,13,25,99
4084,23,99,93
4085,42,74,99
4086,39,99,59
4087,21,99,87
4088,17,99,41
4089,29,60,99
4090,33,43,99
4091,22,91,99
4092,34,10,99
4093,25,99,93
4094,19,99,85
4095,32,99,14
4096,32,90,99
4097,21,99,84
4098,12,99,43
4099,19,99,51
4100,13,29,99
4101,16,99,99
4102,34,99,53
4103,16,18,99
4104,64,99,95
4105,18,99,83
4106,12,99,91
4107,53,33,99
4108,16,99,10
4109,33,99,95
4110,15,23,99
4111,9,99,37
4112,37,99,66
4113,17,99,42
4114,46,68,99
4115,12,83,99
4116,42,99,39
4117,8,83,99
4118,12,99,40
4119,20,99,43
4120,16,78,99
4121,20,99,62
4122,15,25,99
4123,26,99,82
4124,24,16,99
4125,32,99,33
4126,21,99,41
4127,23,99,81
4128,33,36,99
4129,26,99,68
4130,18,99,41
4131,29,99,99
4132,10,64,99
4133,22,99,33
4134,16,43,99
4135,14,99,14
4136,29,99,72
4137,65,74,99
4138,24,10,99
4139,22,82,99
4140,10,36,99
4141,16,62,99
4142,13,73,99
4143,23,99,39
4144,23,71,99
4145,29,52,99
4146,25,39,99
4147,25,99,91
4148,27,72,99
4149,21,99,26
4150,24,99,29
4151,36,99,80
4152,17,99,81
4153,20,57,99
4154,27,10,99
4155,12,99,68
4156,11,83,99
4157,25,13,99
4158,12,99,23
4159,19,99,33
4160,18,99,53
4161,17,83,99
4162,19,99,5
4163,25,99,21
4164,15,64,99
4165,17,99,41
4166,10,99,33
4167,11,99,43
4168,15,45,99
4169,12,99,52
4170,20,44,99
4171,17,42,99
4172,15,73,99
4173,17,72,99
4174,9,32,99
4175,37,99,93
4176,14,33,99
4177,26,26,99
4178,26,77,99
4179,15,80,99
4180,39,67,99
4181,22,83,99
4182,22,99,54
4183,22,51,99
4184,23,99,39
4185,19,44,99
4186,47,91,99
4187,13,99,43
4188,15,36,99
4189,18,18,99
4190,10,25,99
4191,18,59,99
4192,22,99,90
4193,25,99,12
4194,13,40,99
4195,22,36,99
4196,18,99,93
4197,13,99,56
4198,14,36,99
4199,15,99,60
4200,11,45,99
4201,22,39,99
4202,53,99,11
4203,42,99,87
4204,25,99,36
4205,9,13,99
4206,26,99,23
4207,20,73,99
4208,16,78,99
4209,14,39,99
4210,66,99,18
4211,28,37,99
4212,18,99,67
4213,16,77,99
4214,18,36,99
4215,14,75,99
4216,12,56,99
4217,14,25,99
4218,17,99,51
4219,13,84,99
4220,18,66,99
4221,17,59,99
4222,33,99,81
4223,17,99,42
4224,13,99,43
4225,19,91,99
4226,31,25,99
4227,22,34,99
4228,35,72,99
4229,24,36,99
4230,25,25,99
4231,24,99,23
4232,24,34,99
4233,12,99,28
4234,18,76,99
4235,18,72,99
4236,12,99,44
4237,14,99,10
4238,36,99,93
4239,42,95,99
4240,21,74,99
4241,14,99,19
4242,24,32,99
4243,17,38,99
4244,8,99,30
4245,24,84,99
4246,17,36,99
4247,26,18,99
4248,33,99,25
4249,49,10,99
4250,24,99,49
4251,16,87,99
4252,16,87,99
4253,57,29,99
4254,30,99,57
4255,14,74,99
4256,23,37,99
4257,49,99,69
4258,15,99,38
4259,13,26,99
4260,27,52,99
4261,18,99,41
4262,18,99,12
4263,22,99,78
4264,25,76,99
4265,9,60,99
4266,12,99,34
4267,18,99,44
4268,25,99,80
4269,34,99,80
4270,11,99,77
4271,31,17,99
4272,20,25,99
4273,25,41,99
4274,16,99,99
4275,12,78,99
4276,16,19,99
4277,20,38,99
4278,23,99,91
4279,8,60,99
4280,18,99,51
4281,16,99,91
4282,24,96,99
4283,18,49,99
4284,15,99,18
4285,19,99,56
4286,37,99,73
4287,12,14,99
4288,36,99,84
4289,9,52,99
4290,24,87,99
4291,27,99,76
4292,28,24,99
4293,20,99,47
4294,34,99,23
4295,51,74,99
4296,24,99,39
4297,27,93,99
4298,12,38,99
4299,12,99,30
4300,18,25,99
4301,24,23,99
4302,30,99,99
4303,17,99,10
4304,54,99,93
4305,12,99,83
4306,24,38,99
4307,18,99,10
4308,15,18,99
4309,45,99,81
4310,28,66,99
4311,20,78,99
4312,16,65,99
4313,22,21,99
4314,21,99,25
4315,19,81,99
4316,17,56,99
4317,13,99,44
4318,14,99,49
4319,39,99,31
4320,18,59,99
4321,14,28,99
4322,16,99,28
4323,10,99,25
4324,13,99,84
4325,23,41,99
4326,31,88,99
4327,25,99,85
4328,12,39,99
4329,17,98,99
4330,19,99,62
4331,39,16,99
4332,42,13,99
4333,27,99,43
4334,19,99,85
4335,13,88,99
4336,26,99,24
4337,22,99,91
4338,19,81,99
4339,28,85,99
4340,14,99,11
4341,32,34,99
4342,19,99,26
4343,18,75,99
4344,16,99,22
4345,15,99,30
4346,20,26,99
4347,17,99,68
4348,43,99,54
4349,12,99,84
4350,37,99,53
4351,23,99,90
4352,31,99,73
4353,9,30,99
4354,10,78,99
4355,8,99,21
4356,51,99,37
4357,16,32,99
4358,34,99,93
4359,16,99,10
4360,39,99,74
4361,11,99,47
4362,33,43,99
4363,13,43,99
4364,18,99,45
4365,14,99,38
4366,13,25,99
4367,17,96,99
4368,33,99,24
4369,28,83,99
4370,36,43,99
4371,60,98,99
4372,17,71,99
4373,13,52,99
4374,24,99,91
4375,57,99,89
4376,36,99,34
4377,29,99,76
4378,15,99,95
4379,12,99,90
4380,20,99,87
4381,43,99,87
4382,23,99,75
4383,42,95,99
4384,12,99,68
4385,36,99,42
4386,10,99,65
4387,50,99,88
4388,22,47,99
4389,52,99,91
4390,31,99,51
4391,21,99,10
4392,34,80,99
4393,21,30,99
4394,16,99,23
4395,15,56,99
4396,33,99,45
4397,16,99,72
4398,18,83,99
4399,14,30,99
4400,44,99,74
4401,19,99,31
4402,15,99,18
4403,12,98,99
4404,75,99,52
4405,18,99,24
4406,32,99,33
4407,26,78,99
4408,15,17,99
4409,31,99,62
4410,22,64,99
4411,59,99,5
4412,37,11,99
4413,21,99,36
4414,37,99,73
4415,24,84,99
4416,10,99,36
4417,48,69,99
4418,16,99,10
4419,19,60,99
4420,21,99,77
4421,16,80,99
4422,13,91,99
4423,13,29,99
4424,30,99,53
4425,30,99,28
4426,10,99,28
4427,41,99,75
4428,14,99,78
4429,19,99,47
4430,29,99,91
4431,11,99,42
4432,19,29,99
4433,18,99,13
4434,20,99,18
4435,15,99,59
4436,28,31,99
4437,16,99,64
4438,17,99,41
4439,29,99,80
4440,36,33,99
4441,37,34,99
4442,19,83,99
4443,23,99,23
4444,22,99,98
4445,15,99,66
4446,18,99,99
4447,33,88,99
4448,21,99,22
4449,17,74,99
4450,15,99,74
4451,24,99,23
4452,11,99,45
4453,19,99,90
4454,45,88,99
4455,13,47,99
4456,29,99,43
4457,27,99,23
4458,14,44,99
4459,30,99,99
4460,21,51,99
4461,9,99,64
4462,19,99,93
4463,22,77,99
4464,13,59,99
4465,20,99,95
4466,10,34,99
4467,16,99,43
4468,18,99,77
4469,16,99,25
4470,13,41,99
4471,14,99,22
4472,19,99,68
4473,48,82,99
4474,29,99,91
4475,34,89,99
4476,31,38,99
4477,11,38,99
4478,29,42,99
4479,9,36,99
4480,18,65,99
4481,31,99,25
4482,15,99,72
4483,32,99,62
4484,11,54,99
4485,15,99,19
4486,18,74,99
4487,14,99,89
4488,18,89,99
4489,22,43,99
4490,28,31,99
4491,21,99,17
4492,27,18,99
4493,19,90,99
4494,13,40,99
4495,18,99,91
4496,29,99,40
4497,18,10,99
4498,15,10,99
4499,14,37,99
4500,8,99,38
4501,31,47,99
4502,13,99,43
4503,31,84,99
4504,8,83,99
4505,11,80,99
4506,58,99,28
4507,20,99,72
4508,25,99,64
4509,26,43,99
4510,10,99,41
4511,20,42,99
4512,18,25,99
4513,15,99,87
4514,21,16,99
4515,25,99,90
4516,18,84,99
4517,36,85,99
4518,25,99,72
4519,18,77,99
4520,24,99,59
4521,31,31,99
4522,24,99,36
4523,34,99,95
4524,35,99,25
4525,16,29,99
4526,21,99,49
4527,9,99,66
4528,15,99,74
4529,18,99,14
4530,26,99,99
4531,24,99,30
4532,38,31,99
4533,20,84,99
4534,86,99,52
4535,19,74,99
4536,38,67,99
4537,20,40,99
4538,22,99,60
4539,23,99,99
4540,28,99,60
4541,21,5,99
4542,13,82,99
4543,12,99,66
4544,13,99,93
4545,14,99,31
4546,31,29,99
4547,20,99,84
4548,23,26,99
4549,18,99,51
4550,26,99,49
4551,46,23,99
4552,23,99,67
4553,43,99,43
4554,14,99,44
4555,17,30,99
4556,10,10,99
4557,27,99,44
4558,41,99,60
4559,22,98,99
4560,19,99,93
4561,42,99,28
4562,21,98,99
4563,14,99,64
4564,26,75,99
4565,19,72,99
4566,33,99,23
4567,12,99,78
4568,15,99,11
4569,10,76,99
4570,23,68,99
4571,30,85,99
4572,19,99,25
4573,24,99,99
4574,46,99,42
4575,12,99,7
4576,13,59,99
4577,19,99,99
4578,22,99,89
4579,35,76,99
4580,24,81,99
4581,45,99,99
4582,21,78,99
4583,11,37,99
4584,44,99,80
4585,19,36,99
4586,43,47,99
4587,23,99,37
4588,17,99,30
4589,11,58,99
4590,7,53,99
4591,21,72,99
4592,34,99,85
4593,25,99,54
4594,11,87,99
4595,18,23,99
4596,20,90,99
4597,20,99,33
4598,32,99,76
4599,24,99,23
4600,43,99,37
4601,12,83,99
4602,23,99,26
4603,17,99,77
4604,18,99,33
4605,15,99,49
4606,37,99,88
4607,35,67,99
4608,19,23,99
4609,10,41,99
4610,29,99,80
4611,35,99,49
4612,28,33,99
4613,28,99,42
4614,19,88,99
4615,9,23,99
4616,57,56,99
4617,8,99,16
4618,45,99,74
4619,29,85,99
4620,18,99,36
4621,12,99,37
4622,41,99,31
4623,29,23,99
4624,28,99,42
4625,25,22,99
4626,21,99,39
4627,24,44,99
4628,33,99,74
4629,22,99,28
4630,12,99,59
4631,35,54,99
4632,15,99,78
4633,34,99,87
4634,19,22,99
4635,14,66,99
4636,39,99,95
4637,29,78,99
4638,14,11,99
4639,18,99,37
4640,31,99,66
4641,64,99,84
4642,15,99,45
4643,31,54,99
4644,26,66,99
4645,17,99,37
4646,41,99,53
4647,13,28,99
4648,41,43,99
4649,16,99,43
4650,24,83,99
4651,10,33,99
4652,29,99,21
4653,23,99,32
4654,18,73,99
4655,23,99,39
4656,24,99,43
4657,20,99,43
4658,12,56,99
4659,21,99,98
4660,29,73,99
4661,20,91,99
4662,17,58,99
4663,24,81,99
4664,12,11,99
4665,11,22,99
4666,17,99,82
4667,25,99,74
4668,16,59,99
4669,22,83,99
4670,20,99,69
4671,32,99,99
4672,37,26,99
4673,27,99,89
4674,50,30,99
4675,19,44,99
4676,32,23,99
4677,20,99,40
4678,25,77,99
4679,15,99,71
4680,22,39,99
4681,26,99,87
4682,13,49,99
4683,20,69,99
4684,14,87,99
4685,22,99,60
4686,39,99,43
4687,18,99,10
4688,12,99,34
4689,20,99,58
4690,13,12,99
4691,16,99,10
4692,30,99,88
4693,18,99,84
4694,38,99,54
4695,9,99,75
4696,30,99,31
4697,28,73,99
4698,27,99,26
4699,40,66,99
4700,41,99,65
4701,28,99,83
4702,15,99,30
4703,51,44,99
4704,9,42,99
4705,22,38,99
4706,21,83,99
4707,33,99,47
4708,14,99,71
4709,28,99,37
4710,26,99,26
4711,71,29,99
4712,21,90,99
4713,15,85,99
4714,12,99,36
4715,16,99,52
4716,20,88,99
4717,37,99,99
4718,8,99,5
4719,36,99,85
4720,20,99,83
4721,17,66,99
4722,14,25,99
4723,31,66,99
4724,11,10,99
4725,17,99,21
4726,19,99,16
4727,27,99,10
4728,14,28,99
4729,19,99,47
4730,26,99,47
4731,11,99,43
4732,19,69,99
4733,10,19,99
4734,30,99,83
4735,18,78,99
4736,16,18,99
4737,14,99,12
4738,16,99,54
4739,15,36,99
4740,17,23,99
4741,8,99,30
4742,13,99,36
4743,9,52,99
4744,31,72,99
4745,39,99,49
4746,31,95,99
4747,18,99,39
4748,30,99,80
4749,17,99,89
4750,40,99,28
4751,43,49,99
4752,26,99,95
4753,19,99,25
4754,26,72,99
4755,22,77,99
4756,14,36,99
4757,25,58,99
4758,19,89,99
4759,20,75,99
4760,10,43,99
4761,26,99,78
4762,36,99,28
4763,23,43,99
4764,27,99,41
4765,16,99,99
4766,42,42,99
4767,19,99,75
